Tabla;Codigo;Nombre;Descripcion;Habilitado;Aplicacion;IsStandardGEL;IsStandardMSPS;Extra_I:Marca;Extra_II:Referencias;Extra_III:RegistroSanitario;Extra_IV:EstadoRegistro;Extra_V:Titular;Extra_VI:Fabricante;Extra_VII:Importador;Extra_VIII:NivelRiesgo;Extra_IX:PresentacionComercial;Extra_X:UnidadUso;ValorRegistro;UsuarioResponsable;Fecha_Actualizacion;IsPublicPrivate
DispositivosMedicosLibertadVigilada;20140993-20;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR5/320/300;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-21;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR5/90/350;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-22;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR5/120/350;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-23;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR5/160/350;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-24;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR5/210/350;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-25;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR5/320/350;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-26;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/90/150;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-27;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/120/150;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-28;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/160/150;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-29;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/210/150;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-3;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR5/160/150;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-30;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/320/150;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-31;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/90/200;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-32;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/120/200;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-33;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/160/200;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-34;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/210/200;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-35;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/320/200;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-36;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/90/250;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-37;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/120/250;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-38;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;B6/160/250;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-39;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/210/250;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-4;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR5/210/150;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-40;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/320/250;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-41;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/90/300;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-42;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/120/300;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-43;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/160/300;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-44;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/210/300;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-45;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/320/300;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-46;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/90/350;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-47;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/120/350;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-48;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/160/350;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-49;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/210/350;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-5;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR5/320/150;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-50;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR6/320/350;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-6;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR5/90/200;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20140993-7;BIO CORNEAL RING/ANILLO CORNEAL INTRAESTROMAL;ANILLO INTRACORNEAL;SI;;False;False;BIO-TECH VISION CARE PVT. LTD;BR5/120/200;INVIMA 2018DM-0018893;Vigente;BIOTECH HEALTH CARE COLOMBIA SAS;BIO-TECH VISION CARE PVT. LTD;OPIMED S.A.S/BIOTECH HEALTH CARE COLOMBIA SAS;IIb;1;1 Implante;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20141489-1;PRUDENCE/PRESERVATIVOS MASCULINOS NO ESTERILES NO MEDICADOS DE LATEX NATURAL.;ANTICONCEPTIVO DE BARRERA;SI;;False;False;PRUDENCE;CABEZON;INVIMA 2019DM-0020736;Vigente;DKT COLOMBIA S.A.S.;KAREX INDUSTRIES SDN. BHD;DKT COLOMBIA S.A.S.;IIb;1;1 Condon;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20141489-10;PRUDENCE/PRESERVATIVOS MASCULINOS NO ESTERILES NO MEDICADOS DE LATEX NATURAL.;ANTICONCEPTIVO DE BARRERA;SI;;False;False;PRUDENCE;EXTRA GRANDE;INVIMA 2019DM-0020736;Vigente;DKT COLOMBIA S.A.S.;KAREX INDUSTRIES SDN. BHD;DKT COLOMBIA S.A.S.;IIb;5;1 Condon;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20141489-100;PRUDENCE/PRESERVATIVOS MASCULINOS NO ESTERILES NO MEDICADOS DE LATEX NATURAL.;ANTICONCEPTIVO DE BARRERA;SI;;False;False;PRUDENCE;PRUDENCE SABOR Y COLOR CAFE;INVIMA 2019DM-0020736;Vigente;DKT COLOMBIA S.A.S.;KAREX INDUSTRIES SDN. BHD;DKT COLOMBIA S.A.S.;IIb;12;1 Condon;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20141489-101;PRUDENCE/PRESERVATIVOS MASCULINOS NO ESTERILES NO MEDICADOS DE LATEX NATURAL.;ANTICONCEPTIVO DE BARRERA;SI;;False;False;PRUDENCE;PRUDENCE SABOR Y COLOR CAFE;INVIMA 2019DM-0020736;Vigente;DKT COLOMBIA S.A.S.;KAREX INDUSTRIES SDN. BHD;DKT COLOMBIA S.A.S.;IIb;10;1 Condon;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20141489-102;PRUDENCE/PRESERVATIVOS MASCULINOS NO ESTERILES NO MEDICADOS DE LATEX NATURAL.;ANTICONCEPTIVO DE BARRERA;SI;;False;False;PRUDENCE;PRUDENCE SABOR Y COLOR CAFE;INVIMA 2019DM-0020736;Vigente;DKT COLOMBIA S.A.S.;KAREX INDUSTRIES SDN. BHD;DKT COLOMBIA S.A.S.;IIb;8;1 Condon;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20141489-103;PRUDENCE/PRESERVATIVOS MASCULINOS NO ESTERILES NO MEDICADOS DE LATEX NATURAL.;ANTICONCEPTIVO DE BARRERA;SI;;False;False;PRUDENCE;PRUDENCE SABOR Y COLOR CAFE;INVIMA 2019DM-0020736;Vigente;DKT COLOMBIA S.A.S.;KAREX INDUSTRIES SDN. BHD;DKT COLOMBIA S.A.S.;IIb;6;1 Condon;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20141489-104;PRUDENCE/PRESERVATIVOS MASCULINOS NO ESTERILES NO MEDICADOS DE LATEX NATURAL.;ANTICONCEPTIVO DE BARRERA;SI;;False;False;PRUDENCE;PRUDENCE SABOR Y COLOR CAFE;INVIMA 2019DM-0020736;Vigente;DKT COLOMBIA S.A.S.;KAREX INDUSTRIES SDN. BHD;DKT COLOMBIA S.A.S.;IIb;5;1 Condon;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20141489-105;PRUDENCE/PRESERVATIVOS MASCULINOS NO ESTERILES NO MEDICADOS DE LATEX NATURAL.;ANTICONCEPTIVO DE BARRERA;SI;;False;False;PRUDENCE;PRUDENCE SABOR Y COLOR CAFE;INVIMA 2019DM-0020736;Vigente;DKT COLOMBIA S.A.S.;KAREX INDUSTRIES SDN. BHD;DKT COLOMBIA S.A.S.;IIb;4;1 Condon;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20141489-106;PRUDENCE/PRESERVATIVOS MASCULINOS NO ESTERILES NO MEDICADOS DE LATEX NATURAL.;ANTICONCEPTIVO DE BARRERA;SI;;False;False;PRUDENCE;PRUDENCE SABOR Y COLOR CAFE;INVIMA 2019DM-0020736;Vigente;DKT COLOMBIA S.A.S.;KAREX INDUSTRIES SDN. BHD;DKT COLOMBIA S.A.S.;IIb;3;1 Condon;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20141489-107;PRUDENCE/PRESERVATIVOS MASCULINOS NO ESTERILES NO MEDICADOS DE LATEX NATURAL.;ANTICONCEPTIVO DE BARRERA;SI;;False;False;PRUDENCE;PRUDENCE SABOR Y COLOR CAFE;INVIMA 2019DM-0020736;Vigente;DKT COLOMBIA S.A.S.;KAREX INDUSTRIES SDN. BHD;DKT COLOMBIA S.A.S.;IIb;2;1 Condon;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20141489-108;PRUDENCE/PRESERVATIVOS MASCULINOS NO ESTERILES NO MEDICADOS DE LATEX NATURAL.;ANTICONCEPTIVO DE BARRERA;SI;;False;False;PRUDENCE;PRUDENCE SABOR Y COLOR CAFE;INVIMA 2019DM-0020736;Vigente;DKT COLOMBIA S.A.S.;KAREX INDUSTRIES SDN. BHD;DKT COLOMBIA S.A.S.;IIb;1;1 Condon;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20141489-109;PRUDENCE/PRESERVATIVOS MASCULINOS NO ESTERILES NO MEDICADOS DE LATEX NATURAL.;ANTICONCEPTIVO DE BARRERA;SI;;False;False;PRUDENCE;PRUDENCE SABOR Y COLOR CAIPIRINHA;INVIMA 2019DM-0020736;Vigente;DKT COLOMBIA S.A.S.;KAREX INDUSTRIES SDN. BHD;DKT COLOMBIA S.A.S.;IIb;12;1 Condon;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20141489-11;PRUDENCE/PRESERVATIVOS MASCULINOS NO ESTERILES NO MEDICADOS DE LATEX NATURAL.;ANTICONCEPTIVO DE BARRERA;SI;;False;False;PRUDENCE;EXTRA GRANDE;INVIMA 2019DM-0020736;Vigente;DKT COLOMBIA S.A.S.;KAREX INDUSTRIES SDN. BHD;DKT COLOMBIA S.A.S.;IIb;12;1 Condon;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20141489-110;PRUDENCE/PRESERVATIVOS MASCULINOS NO ESTERILES NO MEDICADOS DE LATEX NATURAL.;ANTICONCEPTIVO DE BARRERA;SI;;False;False;PRUDENCE;PRUDENCE SABOR Y COLOR CAIPIRINHA;INVIMA 2019DM-0020736;Vigente;DKT COLOMBIA S.A.S.;KAREX INDUSTRIES SDN. BHD;DKT COLOMBIA S.A.S.;IIb;10;1 Condon;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20141489-111;PRUDENCE/PRESERVATIVOS MASCULINOS NO ESTERILES NO MEDICADOS DE LATEX NATURAL.;ANTICONCEPTIVO DE BARRERA;SI;;False;False;PRUDENCE;PRUDENCE SABOR Y COLOR CAIPIRINHA;INVIMA 2019DM-0020736;Vigente;DKT COLOMBIA S.A.S.;KAREX INDUSTRIES SDN. BHD;DKT COLOMBIA S.A.S.;IIb;8;1 Condon;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20141489-112;PRUDENCE/PRESERVATIVOS MASCULINOS NO ESTERILES NO MEDICADOS DE LATEX NATURAL.;ANTICONCEPTIVO DE BARRERA;SI;;False;False;PRUDENCE;PRUDENCE SABOR Y COLOR CAIPIRINHA;INVIMA 2019DM-0020736;Vigente;DKT COLOMBIA S.A.S.;KAREX INDUSTRIES SDN. BHD;DKT COLOMBIA S.A.S.;IIb;6;1 Condon;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20141489-113;PRUDENCE/PRESERVATIVOS MASCULINOS NO ESTERILES NO MEDICADOS DE LATEX NATURAL.;ANTICONCEPTIVO DE BARRERA;SI;;False;False;PRUDENCE;PRUDENCE SABOR Y COLOR CAIPIRINHA;INVIMA 2019DM-0020736;Vigente;DKT COLOMBIA S.A.S.;KAREX INDUSTRIES SDN. BHD;DKT COLOMBIA S.A.S.;IIb;5;1 Condon;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20141489-114;PRUDENCE/PRESERVATIVOS MASCULINOS NO ESTERILES NO MEDICADOS DE LATEX NATURAL.;ANTICONCEPTIVO DE BARRERA;SI;;False;False;PRUDENCE;PRUDENCE SABOR Y COLOR CAIPIRINHA;INVIMA 2019DM-0020736;Vigente;DKT COLOMBIA S.A.S.;KAREX INDUSTRIES SDN. BHD;DKT COLOMBIA S.A.S.;IIb;4;1 Condon;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20141489-115;PRUDENCE/PRESERVATIVOS MASCULINOS NO ESTERILES NO MEDICADOS DE LATEX NATURAL.;ANTICONCEPTIVO DE BARRERA;SI;;False;False;PRUDENCE;PRUDENCE SABOR Y COLOR CAIPIRINHA;INVIMA 2019DM-0020736;Vigente;DKT COLOMBIA S.A.S.;KAREX INDUSTRIES SDN. BHD;DKT COLOMBIA S.A.S.;IIb;3;1 Condon;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20141489-116;PRUDENCE/PRESERVATIVOS MASCULINOS NO ESTERILES NO MEDICADOS DE LATEX NATURAL.;ANTICONCEPTIVO DE BARRERA;SI;;False;False;PRUDENCE;PRUDENCE SABOR Y COLOR CAIPIRINHA;INVIMA 2019DM-0020736;Vigente;DKT COLOMBIA S.A.S.;KAREX INDUSTRIES SDN. BHD;DKT COLOMBIA S.A.S.;IIb;2;1 Condon;;;2025-03-25 05:55:09 PM;
