ref,codigo,descripcion,uvr,tipo
13474,781502,APLICACIÓN DE TUTORES EXTERNOS EN MUSLO,70.0,quirurgico
13474,781601,APLICACIÓN TUTOR EXTERNO RODILLA,70.0,quirurgico
13477,781503,COLOCACIÓN QUIRÚRGICA DE DISPOSITIVO PARA TRACCIÓN ESQUELÉTICA EN MUSLO (TRANSCONDILEA),40.0,quirurgico
13480,841700,AMPUTACION POR ENCIMA DE RODILLA SOD,90.0,quirurgico
13481,841600,DESARTICULACIÓN DE RODILLA SOD,90.0,quirurgico
13500,770701,"SECUESTRECTOMÍA, DRENAJE, DESBRIDAMIENTO DE TIBIA O PERONE (91)",85.0,quirurgico
13500,770702,"SECUESTRECTOMÍA, DRENAJE, DESBRIDAMIENTO DE TIBIA Y PERONÉ (91)",120.0,quirurgico
13500,776701,ESCISIÓN TUMOR BENIGNO EN TIBIA O PERONE,85.0,quirurgico
13500,776702,ESCISIÓN TUMOR MALIGNO EN TIBIA O PERONE,85.0,quirurgico
13501,770801,"SECUESTRECTOMÍA, DRENAJE, DESBRIDAMIENTO DE TARSO O METATARSO (UNO O MAS) (91)",35.0,quirurgico
13501,770802,"SECUESTRECTOMÍA, DRENAJE, DESBRIDAMIENTO DE TARSIANOS Y METATARSIANOS (UNO O MAS) (91)",45.0,quirurgico
13501,776801,RESECCION DE LESIÓN MALIGNA OSEA EN TARSIANOS O METATARSIANOS,35.0,quirurgico
13501,776802,RESECCION DE TUMOR BENIGNO EN TARSIANOS O METATARSIANOS,40.0,quirurgico
13502,770901,"SECUESTRECTOMÍA, DRENAJE, DESBRIDAMIENTO DE ARTEJO O DE FALANGES DE PIE (UNA O MAS) (91) (92)",35.0,quirurgico
13502,776901,ESCISIÓN DE TUMOR BENIGNO EN FALANGES DE PIE O DE MANO,35.0,quirurgico
13504,796600,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE TIBIA O PERONÉ SOD (98),60.0,quirurgico
13504,796700,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE TARSIANOS O METATARSIANOS SOD (98),60.0,quirurgico
13505,796800,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE DEDOS DE PIE SOD (98),40.0,quirurgico
13506,808071,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE TOBILLO VIA ABIERTA",50.0,quirurgico
13506,808081,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE ARTICULACIÓN DE PIE Y/O ARTEJOS VIA ABIERTA",50.0,quirurgico
13506,834940,"LIMPIEZA Y DESBRIDAMIENTO QUIRURGICOS DE MUSCULOS , TENDONES Y FASCIA EN PIERNA",50.0,quirurgico
13506,834950,"LIMPIEZA Y DESBRIDAMIENTO QUIRURGICOS DE MUSCULOS , TENDONES Y FASCIA EN PIE",50.0,quirurgico
13510,786702,"EXTRACCIÓN DE CUERPO EXTRAÑO EN TIBIA O PERONÉ, VÍA ABIERTA (96)",40.0,quirurgico
13511,786802,"EXTRACCIÓN DE CUERPO EXTRAÑO EN TARSIANOS O METATARSIANOS (UNO O MAS), VIA ABIERTA (96)",40.0,quirurgico
13511,786902,"EXTRACCIÓN DE CUERPO EXTRAÑO EN FALANGES (UNO O MAS) DE MANO, VÍA ABIERTA (96)",40.0,quirurgico
13512,786701,EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN TIBIA O PERONE (96),70.0,quirurgico
13513,839908,"EXTRACCIÓN DE CUERPO EXTRAÑO EN TEJIDOS BLANDOS DE PIERNA (MÚSCULO, TENDÓN, SINOVIAL)",50.0,quirurgico
13515,800801,EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN PIE Y DEDOS DEL PIE POR ARTROTOMÍA,40.0,quirurgico
13516,786801,EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN TARSIANOS O METATARSIANOS (UNO O MAS) (96),40.0,quirurgico
13516,786901,EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN FALANGES (UNO O MAS) DE MANO (96),40.0,quirurgico
13520,772701,OSTEOTOMIA DE TIBIA CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACIÓN U OSTEOSINTESIS],70.0,quirurgico
13520,782541,ACORTAMIENTO DE TIBIA O PERONE MEDIANTE RESECCIÓN/OSTEOTOMÍA,70.0,quirurgico
13520,782543,ACORTAMIENTO DE TIBIA Y PERONÉ MEDIANTE RESECCIÓN/OSTEOTOMÍA,100.0,quirurgico
13521,772702,OSTEOTOMIA DE PERONÉ CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACIÓN U OSTEOSINTESIS],50.0,quirurgico
13522,772801,OSTEOTOMÍA DE HUESO DEL TARSO O METATARSO (UNO O MAS HUESOS) CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACIÓN U OSTEOSINTESIS] (93),70.0,quirurgico
13522,772910,OSTEOTOMIA EN FALANGES DEL PIE (EXCEPTO GRUESO ARTEJO) (UNO O MAS HUESOS) NCOC,60.0,quirurgico
13522,772802,OSTEOTOMÍA DE HUESO DEL TARSO Y METATARSO (UNO O MAS HUESOS) CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACIÓN U OSTEOSINTESIS]] (93),110.0,quirurgico
13523,772802,OSTEOTOMÍA DE HUESO DEL TARSO Y METATARSO (UNO O MAS HUESOS) CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACIÓN U OSTEOSINTESIS]] (93),110.0,quirurgico
13523,772911,OSTEOTOMÍA EN FALANGES DEL PIE (UNO O MAS HUESOS) (EXCEPTO GRUESO ARTEJO) CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACIÓN U OSTEOSINTESIS],70.0,quirurgico
13523,782781,ACORTAMIENTO DE FALANGES DE PIE MEDIANTE RESECCION/ OSTEOTOMIA (UNA O MAS),65.0,quirurgico
13524,778800,RESECCIÓN PARCIAL DE TARSIANOS O METATARSIANOS (UNO O MAS) SOD (94),45.0,quirurgico
13526,776803,RESECCIÓN DEL ESPOLÓN CALCÁNEO,50.0,quirurgico
13527,776001,RESECCIÓN DE EXOSTOSIS EN HUESO NO ESPECIFICADO ( UNA O MÁS) NCOC,50.0,quirurgico
13530,841001,AMPUTACIÓN CON COLGAJO CERRADO DE MIEMBRO INFERIOR SITIO NO ESPECIFICADO,130.0,quirurgico
13530,841500,AMPUTACIÓN O DESARTICULACION DE PIERNA SOD,130.0,quirurgico
13531,841200,AMPUTACIÓN O DESARTICULACION DE PIE SOD,90.0,quirurgico
13531,841300,DESARTICULACIÓN DE TOBILLO SOD,90.0,quirurgico
13531,841400,AMPUTACIÓN DE TOBILLO A TRAVÉS DEL MALEÓLO DE TIBIA Y PERONÉ SOD,90.0,quirurgico
13532,841100,AMPUTACIÓN O DESARTICULACION DEDOS DEL PIE (UNO O MAS) SOD,35.0,quirurgico
13528,843700,REMODELACIÓN [REVISIÓN] [ RECONSTRUCCIÓN] DEL MUÑON DE AMPUTACIÓN DE LA PIERNA SOD,70.0,quirurgico
13528,843800,REMODELACIÓN [REVISIÓN] [ RECONSTRUCCIÓN] DEL MUÑON DE AMPUTACIÓN DEL PIE Y/O ARTEJOS SOD,70.0,quirurgico
13540,782511,EPIFISIODESIS ABIERTA DE TIBIA O PERONE,70.0,quirurgico
13540,782521,EPIFISIODESIS PERCUTÁNEA DE TIBIA O PERONE,55.0,quirurgico
13541,782513,EPIFISIODESIS ABIERTA DE TIBIA Y PERONE,100.0,quirurgico
13541,782523,EPIFISIODESIS PERCUTÁNEA DE TIBIA Y PERONE,85.0,quirurgico
13542,778701,RESECCIÓN PARCIAL DE LA TIBIA (HEMIDIAFISECTOMÍA) (94),85.0,quirurgico
13542,778703,HEMIDIAFISECTOMÍA EN TIBIA Y PERONÉ (94),115.0,quirurgico
13543,778702,RESECCIÓN PARCIAL DE PERONÉ (HEMIDIAFISECTOMÍA) (94),50.0,quirurgico
13544,779701,RESECCIÓN TOTAL DE LA TIBIA O PERONE,100.0,quirurgico
13545,779801,RESECCIÓN TOTAL RADICAL DEL TARSO O METATARSO,100.0,quirurgico
13546,779802,ASTRAGALECTOMÍA,100.0,quirurgico
13547,780700,INJERTO ÓSEO EN TIBIA O PERONE SOD,85.0,quirurgico
13548,780600,INJERTO ÓSEO EN RÓTULA SOD,50.0,quirurgico
13548,780800,INJERTO ÓSEO EN HUESOS TARSIANOS O METATARSIANOS SOD,40.0,quirurgico
13548,780902,INJERTO ÓSEO EN FALANGES DEL PIE (UNA O MAS),40.0,quirurgico
13550,775103,CORRECCIÓN DE HALLUX VALGUS CON BUNIECTOMÍA SIMPLE Y CAPSULOPLASTIA,60.0,quirurgico
13551,775101,CORRECCIÓN DE HALLUX VALGUS CON OSTEOTOMÍA PROXIMAL O DISTAL METATARSIANA,75.0,quirurgico
13552,775102,CORRECCIÓN DE HALLUX VALGUS CON OSTEOTOMÍA DISTAL Y PROXIMAL METATARSIANA,85.0,quirurgico
13554,804802,CORRECCIÓN DE VARO METATARSIANO O PIE ADUCTO [HEYMAN-HERNDON-STRONG] (99),120.0,quirurgico
13554,849001,CORRECCION DE MALFORMACION CONGENITA DE PIE CON LIBERACION DE PARTES BLANDAS POSTERIORES,120.0,quirurgico
13555,849002,CORRECCION DE MALFORMACION CONGENITA DE PIE CON LIBERACION DE PARTES BLANDAS POSTERIORES Y MEDIALES,160.0,quirurgico
13556,849003,CORRECCION DE MALFORMACION CONGENITA DE PIE CON LIBERACION DE PARTES BLANDAS Y PARTES OSEAS,180.0,quirurgico
13557,783701,ALARGAMIENTO DE TIBIA POR INJERTO SIN DISPOSITIVOS INTERNOS DE FIJACIÓN U OSTEOTOMÍA,170.0,quirurgico
13557,783703,ALARGAMIENTO DE PERONÉ POR INJERTO SIN DISPOSITIVOS INTERNOS DE FIJACIÓN U OSTEOTOMÍA,140.0,quirurgico
13557,783705,ALARGAMIENTO DE TIBIA POR TÉCNICA DE DISTRACCIÓN SIN CORTICOTOMÍA/OSTEOTOMÍA,170.0,quirurgico
13557,783707,ALARGAMIENTO DE PERONÉ POR TÉCNICA DE DISTRACCIÓN SIN CORTICOTOMÍA/OSTEOTOMÍA,140.0,quirurgico
13558,783702,ALARGAMIENTO DE TIBIA POR INJERTO CON DISPOSITIVOS INTERNOS DE FIJACIÓN U OSTEOTOMÍA,250.0,quirurgico
13558,783704,ALARGAMIENTO DE PERONÉ POR INJERTO CON DISPOSITIVOS INTERNOS DE FIJACIÓN U OSTEOTOMÍA,220.0,quirurgico
13558,783706,ALARGAMIENTO DE TIBIA POR TÉCNICA DE DISTRACCIÓN CON CORTICOTOMÍA/OSTEOTOMÍA,250.0,quirurgico
13558,783708,ALARGAMIENTO DE PERONÉ POR TÉCNICA DE DISTRACCIÓN CON CORTICOTOMÍA/OSTEOTOMÍA,220.0,quirurgico
13559,842700,REIMPLANTE DE PIERNA SOD,350.0,quirurgico
13560,842600,REIMPLANTE DE PIE SOD,350.0,quirurgico
13561,775701,REPARACION DE DEDO DE PIE EN GARRA CON ARTRODESIS (UNO O MAS) (EXCEPTO QUINTO DEDO),65.0,quirurgico
13562,775600,"REPARACION DE DEDO DE PIE EN MARTILLO (FALANGECTOMIA, FUSIÓN O RECORTE) SOD",80.0,quirurgico
13563,775702,REPARACION DEL QUINTO DEDO DE PIE EN GARRA CON ARTRODESIS,50.0,quirurgico
13570,790701,REDUCCIÓN CERRADA SIN FIJACION INTERNA DE FRACTURA DE TIBIA O PERONE,40.0,quirurgico
13570,790702,REDUCCION CERRADA DE FRACTURA SIN FIJACION INTERNA DE FRACTURA DE TIBIA Y PERONÉ,60.0,quirurgico
13570,794601,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA DE TIBIA O PERONE SIN FIJACION,40.0,quirurgico
13570,794602,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA DE TIBIA O PERONE CON FIJACION,45.0,quirurgico
13570,794603,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA DE TIBIA Y PERONE SIN FIJACION,60.0,quirurgico
13570,794604,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA DE TIBIA Y PERONE CON FIJACION,70.0,quirurgico
13572,790800,REDUCCIÓN CERRADA SIN FIJACION INTERNA FRACTURA TARSO Y/O METATARSO SOD (222),30.0,quirurgico
13574,790902,REDUCCIÓN CERRADA DE FRACTURA SIN FIJACIÓN INTERNA DE FALANGES DE PIE (UNA O MAS),30.0,quirurgico
13575,799702,REDUCCION CERRADA DE LUXOFRACTURA DE CUELLO DE PIE O TOBILLO,25.0,quirurgico
13576,797701,REDUCCIÓN CERRADA DE LUXACIÓN TRAUMÁTICA TOBILLO (CUELLO DE PIE),50.0,quirurgico
13577,797801,REDUCCIÓN CERRADA DE LUXACIÓN TARSO-METARSIANOS,30.0,quirurgico
13577,797802,REDUCCIÓN CERRADA DE LUXACIÓN TARSO-METARSIANOS CON FIJACIÓN PERCUTANEA,35.0,quirurgico
13577,797803,REDUCCION CERRADA DE LUXACIONES METATARSO-FALÁNGICAS O INTERFALANGICAS EN PIE,30.0,quirurgico
13580,793801,REDUCCIÓN ABIERTA DE FRACTURA DE TARSO CON FIJACION INTERNA [DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS],85.0,quirurgico
13581,785700,FIJACIÓN INTERNA SIN REDUCCIÓN DE FRACTURA DE TIBIA O PERONÉ SOD,90.0,quirurgico
13581,791701,REDUCCIÓN CERRADA DE PILÓN CON FIJACIÓN INTERNA Y EXTERNA,110.0,quirurgico
13581,792701,"REDUCCIÓN ABIERTA, SIN FIJACIÓN INTERNA, DE FRACTURA DE TIBIA O PERONE",95.0,quirurgico
13581,793706,REDUCCIÓN ABIERTA DE FRACTURA EN PILÓN CON FIJACIÓN INTERNA Y EXTERNA,110.0,quirurgico
13582,793701,REDUCCIÓN ABIERTA DE FRACTURA EN PERONÉ CON FIJACION INTERNA [DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS],80.0,quirurgico
13582,795604,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE TIBIA Y PERONÉ CON FIJACION,135.0,quirurgico
13583,793702,REDUCCIÓN ABIERTA DE FRACTURA EN TIBIA CON FIJACION INTERNA [DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS],110.0,quirurgico
13584,793704,REDUCCIÓN ABIERTA DE FRACTURA EN PLATILLOS TIBIALES Y EXTENSIÓN DISFISIARIA CON FIJACION INTERNA [DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS]] SIN INJERTO,110.0,quirurgico
13584,795601,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE TIBIA O PERONE SIN FIJACION,80.0,quirurgico
13584,795602,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE TIBIA O PERONE CON FIJACION,110.0,quirurgico
13584,795603,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE TIBIA Y PERONÉ SIN FIJACION,125.0,quirurgico
13585,793705,REDUCCION ABIERTA DE FRACTURA EN PLATILLOS TIBIALES O PLAFONT CON FIJACION INTERNA E INJERTO,130.0,quirurgico
13586,793802,REDUCCIÓN ABIERTA DE FRACTURA DE METATARSIANOS (UNO O MAS) CON FIJACION INTERNA [DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS],70.0,quirurgico
13586,798801,REDUCCIÓN ABIERTA DE LUXACIÓN TARSO-METARSIANOS (UNO O MAS) CON DISPOSITIVO DE FIJACION,70.0,quirurgico
13588,799801,REDUCCION ABIERTA DE LUXOFRACTURA SIN FIJACION DE HUESOS DEL TARSO O METATARSO (UNO O MAS),80.0,quirurgico
13588,799802,REDUCCION ABIERTA DE LUXOFRACTURA CON FIJACION DE HUESOS DEL TARSO O METATARSO (UNO O MAS),90.0,quirurgico
13589,792702,"REDUCCIÓN ABIERTA, SIN FIJACIÓN INTERNA, DE FRACTURA DE PILÓN Y MALEÓLO LATERAL",50.0,quirurgico
13589,792703,"REDUCCIÓN ABIERTA, SIN FIJACIÓN INTERNA, DE FRACTURA DE PILÓN Y MALEÓLO INTERNO",50.0,quirurgico
13589,792710,"REDUCCIÓN ABIERTA, SIN FIJACIÓN INTERNA, DE FRACTURA BIMALEOLAR",75.0,quirurgico
13589,799703,REDUCCION ABIERTA CON FIJACION DE LUXO FRACTURA O FRACTURA (UNI O BIMALEOLAR) DE TOBILLO,85.0,quirurgico
13590,799704,REDUCCIÓN ABIERTA CON FIJACION DE FRACTURA O LUXO FRACTURA TRIMALEOLAR DE TOBILLO,100.0,quirurgico
13591,781701,APLICACIÓN DE TUTORES EXTERNOS EN TIBIA O PERONE,60.0,quirurgico
13591,781702,APLICACIÓN DE TUTORES EXTERNOS EN TIBIA Y PERONE,80.0,quirurgico
13591,781703,APLICACIÓN TUTOR EXTERNO EN CUELLO DE PIE,70.0,quirurgico
13591,781801,APLICACIÓN TUTOR EXTERNO PIE,60.0,quirurgico
13593,781704,COLOCACION DE DISPOSITIVO EXTERNO DE FIJACIÓN TRANSTIBIAL,40.0,quirurgico
13593,781802,COLOCACION DE DISPOSITIVO EXTERNO EN PIE (CALCANEO),40.0,quirurgico
13593,781901,APLICACIÓN DE DISPOSITIVO EXTERNO DE FIJACIÓN DE FALANGES DE MANO,40.0,quirurgico
13593,781902,APLICACIÓN DE DISPOSITIVO EXTERNO DE FIJACIÓN DE FALANGES DE PIE,40.0,quirurgico
13594,785800,FIJACIÓN INTERNA SIN REDUCCIÓN DE FRACTURA DE TARSIANOS O METATARSIANOS SOD,60.0,quirurgico
13594,792801,"REDUCCIÓN ABIERTA FRACTURA SIN FIJACIÓN INTERNA, DE HUESOS DEL TARSO O METATARSO (UNO O MAS)",40.0,quirurgico
13594,793804,REDUCCIÓN ABIERTA DE FRACTURA CALCANEO CON FIJACION INTERNA Y ARTRODESIS SUBASTRAGALINA (97),140.0,quirurgico
13595,793803,REDUCCIÓN ABIERTA FRACTURA DE TARSO Y METATARSO (UNO O MAS HUESOS) CON FIJACION INTERNA [DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS] (97),75.0,quirurgico
13595,793902,REDUCCIÓN ABIERTA DE FRACTURA EN FALANGES DE PIE (UNA O MAS) CON FIJACION INTERNA (97),75.0,quirurgico
13596,839909,"EXTRACCIÓN DE CUERPO EXTRAÑO EN TEJIDOS BLANDOS DE PIE (MÚSCULO, TENDÓN O SINOVIAL)",40.0,quirurgico
13601,770930,"DRENAJE, CURETAJE, SECUESTRECTOMÍA DE COLUMNA VERTEBRAL, VIA ANTERIOR (91) (92)",140.0,quirurgico
13602,770931,"DRENAJE, CURETAJE, SECUESTRECTOMÍA, DE COLUMNA VERTEBRAL VIA POSTERIOR O POSTEROLATERAL (91) (92)",120.0,quirurgico
13602,796905,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE RAQUIS O COLUMNA (98),120.0,quirurgico
13610,786102,"EXTRACCIÓN DE CUERPO EXTRAÑO EN ESCAPULA, CLAVICULA O TORAX [COSTILLAS Y ESTERNÓN], VÍA ABIERTA",55.0,quirurgico
13611,786930,"EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN COLUMNA VERTEBRAL, POR VIA ANTERIOR (96)",80.0,quirurgico
13612,786935,"EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN COLUMNA VERTEBRAL, VIA POSTERIOR (96)",70.0,quirurgico
13613,786931,"EXTRACCIÓN DE CUERPO EXTRAÑO EN COLUMNA VERTEBRAL, VIA ANTERIOR (96)",95.0,quirurgico
13614,786936,"EXTRACCIÓN DE CUERPO EXTRAÑO EN COLUMNA VERTEBRAL, VIA POSTERIOR (96)",80.0,quirurgico
13620,772103,OSTEOTOMIA DE COSTILLA (UNA O MAS),55.0,quirurgico
13620,772105,OSTEOTOMÍA DE ESTERNÓN,55.0,quirurgico
13620,778104,RESECCIÓN PARCIAL DE COSTILLAS (94),55.0,quirurgico
13620,778105,RESECCIÓN PARCIAL DE ESTERNON (94),55.0,quirurgico
13621,779940,RESECCION TOTAL DE SACRO [VERTEBRECTOMÍA TOTAL SACRA] CON ARTRODESIS,300.0,quirurgico
13621,779941,RESECCION TOTAL DE COCCIX [COCCIGECTOMÍA],150.0,quirurgico
13650,790907,"REDUCCIÓN CERRADA DE FRACTURA DE COLUMNA CERVICAL E INMOVILIZACIÓN CON THOMAS, PHILADELPHIA U OTROS",30.0,quirurgico
13651,790908,REDUCCIÓN CERRADA FRACTURA COLUMNA VERTEBRAL [DORSAL O LUMBAR] E INMOVILIZACION,80.0,quirurgico
13651,797901,REDUCCIÓN CERRADA DE LUXACIÓN DE COLUMNA TORACICA O LUMBAR,80.0,quirurgico
13652,790909,REDUCCIÓN CERRADA O MANIPULACIÓN DE FRACTURA DE SACRO O CÓCCIX,20.0,quirurgico
13652,797902,REDUCCIÓN CERRADA DE LUXACIÓN DE SACRO Y COCCIX,30.0,quirurgico
13653,790906,REDUCCIÓN CERRADA DE FRACTURA CERVICAL E INMOVILIZACIÓN CON HALOYESO O HALOCHAQUETA,80.0,quirurgico
13660,792101,REDUCCIÓN ABIERTA SIN FIJACION INTERNA DE FRACTURA DE UNA O MÁS COSTILLAS,70.0,quirurgico
13660,793103,REDUCCIÓN ABIERTA DE FRACTURA CON FIJACIÓN INTERNA DE COSTILLA O ESTERNON,80.0,quirurgico
13661,792936,REDUCCIÓN ABIERTA FRACTURA SIN FIJACION DE COLUMNA TORACICA O LUMBAR VIA POSTERIOR,200.0,quirurgico
13661,793952,"REDUCCIÓN ABIERTA DE FRACTURA DE COLUMNA VERTEBRAL [TORACICA, LUMBAR O SACRA] VIA POSTERIOR O POSTEROLATERAL CON INSTRUMENTACION SIMPLE (97)",220.0,quirurgico
13661,793953,"REDUCCIÓN ABIERTA DE FRACTURA DE COLUMNA VERTEBRAL [TORACICA, LUMBAR O SACRA] VIA POSTERIOR O POSTEROLATERAL CON INSTRUMENTACION MODULAR (97)",220.0,quirurgico
13661,798901,REDUCCION ABIERTA DE LUXACION CERVICAL,200.0,quirurgico
13670,810104,ARTRODESIS OCCIPITOCERVICAL VIA POSTERIOR CON INSTRUMENTACIÓN SIMPLE (102),275.0,quirurgico
13670,810105,ARTRODESIS OCCIPITOCERVICAL VIA POSTERIOR CON INSTRUMENTACIÓN MODULAR (102) (103),275.0,quirurgico
13670,810109,ARTRODESIS C1-C2 MEDIANTE VIA PÓSTERIOR CON INSTRUMENTACIÓN SIMPLE (102),275.0,quirurgico
13670,810110,ARTRODESIS C1-C2 MEDIANTE VIA PÓSTERIOR CON INSTRUMENTACIÓN MODULAR (102) (103),275.0,quirurgico
13670,810302,"ARTRODESIS DE NIVEL C2 O POR DEBAJO, TECNICA POSTERIOR O POSTEROLATERAL CON INSTRUMENTACIÓN SIMPLE (102)",275.0,quirurgico
13670,810303,"ARTRODESIS DE NIVEL C2 O POR DEBAJO, TECNICA POSTERIOR O POSTEROLATERAL CON INSTRUMENTACIÓN MODULAR (102) (103)",275.0,quirurgico
13670,810502,"ARTRODESIS DE LA REGIÓN TORÁCICA O TORACOLUMBAR, TECNICA POSTERIOR O POSTEROLATERAL CON INSTRUMENTACIÓN SIMPLE (102)",275.0,quirurgico
13670,810503,"ARTRODESIS DE LA REGIÓN TORÁCICA O TORACOLUMBAR, TECNICA POSTERIOR O POSTEROLATERAL CON INSTRUMENTACIÓN MODULAR (102) (103)",275.0,quirurgico
13670,810802,"ARTRODESIS DE LA REGIÓN LUMBAR O LUMBOSACRA, TECNICA POSTERIOR O POSTEROLATERAL CON INSTRUMENTACIÓN SIMPLE (102)",275.0,quirurgico
13670,810803,"ARTRODESIS DE LA REGIÓN LUMBAR O LUMBOSACRA, TECNICA POSTERIOR O POSTEROLATERAL CON INSTRUMENTACIÓN MODULAR (102) (103)",275.0,quirurgico
13670,810812,ARTRODESIS POSTEROLATERAL INTERCORPORAL (PLIF) DE COLUMNA VERTEBRAL CON INSTRUMENTACIÓN (102),275.0,quirurgico
13670,810914,"REFUSION DE COLUMNA TORACICA, VIA POSTERIOR O POSTEROLATERAL , CON INJERTO E INSTRUMENTACIÓN (102) (104)",345.0,quirurgico
13670,810923,"REFUSION DE COLUMNA LUMBAR, VIA POSTERIOR O POSTEROLATERAL, CON INJERTO (104)",200.0,quirurgico
13670,810924,"REFUSION DE COLUMNA LUMBAR, VIA POSTERIOR O POSTEROLATERAL, CON INJERTO E INSTRUMENTACIÓN (104)",345.0,quirurgico
13670,810933,"REFUSION DE COLUMNA SACRA, VIA POSTERIOR O POSTEROLATERAL, CON INJERTO (104)",200.0,quirurgico
13670,810934,"REFUSION DE COLUMNA SACRA, VIA POSTERIOR O POSTEROLATERAL, CON INJERTO E INSTRUMENTACIÓN (104)",345.0,quirurgico
13671,810102,ARTRODESIS OCCIPITOCERVICAL MEDIANTE TÉCNICA TRANSORAL CON INSTRUMENTACIÓN (102),630.0,quirurgico
13671,810107,ARTRODESIS C1-C2 MEDIANTE TÉCNICA TRANSORAL ANTERIOR CON INSTRUMENTACIÓN (102),630.0,quirurgico
13671,810201,"ARTRODESIS DE NIVEL C2 O POR DEBAJO, TECNICA ANTERIOR (INTERSOMÁTICA) O ANTEROLATERAL SIN INSTRUMENTACIÓN (102)",210.0,quirurgico
13671,810202,"ARTRODESIS DE NIVEL C2 O POR DEBAJO, TECNICA ANTERIOR (INTERSOMÁTICA) O ANTEROLATERAL CON INSTRUMENTACIÓN",300.0,quirurgico
13671,810401,"ARTRODESIS DE LA REGIÓN TORÁCICA O TORACOLUMBAR, TECNICA ANTERIOR O ANTEROLATERAL (INTERSOMÁTICA) SIN INSTRUMENTACIÓN (102)",210.0,quirurgico
13671,810402,"ARTRODESIS DE LA REGIÓN TORÁCICA O TORACOLUMBAR, TECNICA ANTERIOR O ANTEROLATERAL (INTERSOMÁTICA) CON INSTRUMENTACIÓN (102)",300.0,quirurgico
13671,810601,"ARTRODESIS DE LA REGIÓN LUMBAR O LUMBOSACRA, TECNICA ANTERIOR O ANTEROLATERAL (INTERSOMÁTICA) SIN INSTRUMENTACIÓN (102)",210.0,quirurgico
13671,810602,"ARTRODESIS DE LA REGIÓN LUMBAR O LUMBOSACRA, TECNICA ANTERIOR O ANTEROLATERAL (INTERSOMÁTICA) CON INSTRUMENTACIÓN (102)",300.0,quirurgico
13671,810611,FUSION INTERCORPORAL ANTEROLATERAL (ALIF) SIN INSTRUMENTACIÓN (102),210.0,quirurgico
13671,810612,FUSION INTERCORPORAL ANTEROLATERAL (ALIF) CON INSTRUMENTACIÓN (102),300.0,quirurgico
13671,810701,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y/O LUMBOSACRA, TÉCNICA LATERAL INTERTRANSVERSA SIN INSTRUMENTACION (102)",300.0,quirurgico
13671,810702,"ARTRODESIS O FUSIÓN ESPINAL LUMBAR Y/O LUMBOSACRA, TÉCNICA LATERAL INTERTRANSVERSA CON INSTRUMENTACION (102)",300.0,quirurgico
13671,810911,"REFUSION DE COLUMNA TORACICA , VIA ANTERIOR, CON INJERTO (102) (104)",310.0,quirurgico
13671,810912,"REFUSION DE COLUMNA TORACICA, VIA ANTERIOR, CON INJERTO E INSTRUMENTACIÓN (102) (104)",400.0,quirurgico
13671,810921,"REFUSION DE COLUMNA LUMBAR, VIA ANTERIOR, CON INJERTO (102) (104)",310.0,quirurgico
13671,810922,"REFUSION DE COLUMNA LUMBAR, VIA ANTERIOR, CON INJERTO E INSTRUMENTACIÓN (102) (104)",400.0,quirurgico
13671,810931,"REFUSION DE COLUMNA SACRA, VIA ANTERIOR, CON INJERTO (102) (104)",310.0,quirurgico
13671,810932,"REFUSION DE COLUMNA SACRA, VIA ANTERIOR, CON INJERTO E INSTRUMENTACIÓN (102) (104)",400.0,quirurgico
