ref,codigo,descripcion,valor,tipo
906447,M19103,"PM1, ANTICUERPOS ASOCIADOS A POLIOMELITIS",39605,diagnostico
906448,906325,"Pneumocystis carinii, ANTÍGENO POR IFI",32695,diagnostico
906325,903038,PORFIRINAS EN ORINA DE 24 H [UROPORFIRINAS],7660,diagnostico
903038,903040,PORFOBILINOGENO EN ORINA,9255,diagnostico
903040,903041,PORFOBILINOGENO EN ORINA DE 24 H,33175,diagnostico
903041,903859,POTASIO,8370,diagnostico
903859,903860,POTASIO EN ORINA DE 24 H *,8025,diagnostico
903860,906912,PREALBUMINA POR NEFELOMETRíA,32680,diagnostico
906912,905750,"PRIMIDONA, SEMICUANTITATIVO POR CROMATOGRAFÍA DE CAPA FINA",13025,diagnostico
905750,905003,"PROCAINAMIDA METABOLITOS, N-ACETIL PROCAINAMIDA [NAPA]",9450,diagnostico
905003,905408,PROCAINAMIDA POR INMUNOENSAYO,14425,diagnostico
905408,902031,PRODUCTOS DE DEGRADACIÓN DE FIBRINÓGENO [PDF],10740,diagnostico
902031,904510,PROGESTERONA,24960,diagnostico
904510,904108,PROLACTINA [BASAL],22710,diagnostico
904108,904109,PROLACTINA [MEZCLA DE TRES MUESTRAS],28855,diagnostico
904109,904204,PROLACTINA PRE Y POST ESTIMULACIÓN (417),26135,diagnostico
904204,902032,PROPERDINA FACTOR B,22890,diagnostico
902032,905752,"PROPOXIFENO, SEMICUANTITATIVA POR CROMATOGRAFÍA DE CAPA FINA",14145,diagnostico
905752,907103,PROTEÍNA BENCE JONES POR CALOR,2645,diagnostico
907103,902034,PROTEÍNA C DE LA COAGULACIÓN,44505,diagnostico
902034,906913,"PROTEÍNA C REACTIVA, CUANTITATIVO DE ALTA PRECISION",15415,diagnostico
906913,906914,"PROTEÍNA C REACTIVA, PRUEBA SEMICUANTITATIVA",4860,diagnostico
906914,902037,"PROTEÍNA S DE LA COAGULACIÓN, ANTIGENO LIBRE",44505,diagnostico
902037,902036,"PROTEÍNA S DE LA COAGULACIÓN, ANTIGENO TOTAL",44505,diagnostico
902036,M19817,PROTEÍNA TRANSPORTADORA DE HORMONAS SEXUALES [PTHS],38625,diagnostico
903042,903861,PROTEÍNAS DIFERENCIADAS [ALBÚMINA/GLOBULINA],6290,diagnostico
903861,903862,PROTEÍNAS EN ORINA DE 24 H,3095,diagnostico
903862,903863,PROTEÍNAS TOTALES EN SUERO Y OTROS FLUIDOS,3095,diagnostico
903863,903433,PROTOPORFIRINA ZINC ERITROCITARIA [ZPP],13030,diagnostico
903433,E19829,"PRUEBA DE COMPATIBILIDAD, CRUZADA MENOR, INCLUYE: HEMOCLASIFICACIÓN DE DONANTE",12430,diagnostico
1936925,903043,PRUEBA DE ALIENTO [13 C UREA] PARA Helicobacter pilory,7630,diagnostico
903043,902121,PRUEBA DE CICLAJE [CÉLULAS FALCIFORMES O DREPANOCITOS],3415,diagnostico
902121,911022,"PRUEBA DE COMPATIBILIDAD, CRUZADA MAYOR EN TUBO (234)",13205,diagnostico
911022,901501,"PRUEBA DE CONCENTRACIÓN BACTERICIDA EN SUERO, LCR, OTROS",30400,diagnostico
901501,901403,PRUEBA DE MACHADO GUERREIRO [Tripanosoma cruzi],11620,diagnostico
901403,901404,PRUEBA DE MANTOUX [TUBERCULINA],4675,diagnostico
901404,901406,PRUEBA DE MONTENEGRO [Leishmania],11735,diagnostico
901406,902038,PRUEBA DE PROTAMINA,13780,diagnostico
902038,908307,PRUEBA DE SUCROSA,10420,diagnostico
908307,902217,PRUEBA DE TORNIQUETE [FRAGILIDAD CAPILAR],3755,diagnostico
902217,893904,PRUEBA ENDOSCOPICA DE UREASA RAPIDA PARA DETERMINACION DE Helicobacter pylori,7630,diagnostico
893904,E19838,QUINIDINA,11305,diagnostico
1933625,905753,QUININA POR FLUOROMETRÍA EN ORINA O SANGRE,28340,diagnostico
905753,M19844,E19844,3480,diagnostico
1934585,M19845,"RECEPTORES ESTROGÉNICOS, DOSIFICACIÓN EN TEJIDOS",217990,diagnostico
1934572,M19849,"RECEPTORES ESTROGÉNICOS, INMUNOCITOQUÍMICOS",189555,diagnostico
907104,902218,RECUENTO DE EOSINOFILO EN CUALQUIER MUESTRA,2315,diagnostico
902218,902219,RECUENTO DE EOSINOFILO EN MOCO NASAL POR COLORACION DE HAN,2340,diagnostico
902219,902220,"RECUENTO DE PLAQUETAS, METODO AUTOMATICO",2870,diagnostico
902220,902221,"RECUENTO DE PLAQUETAS, METODO MANUAL",2870,diagnostico
902221,902224,RECUENTO DE RETICULOCITOS POR CITOMETRIA DE FLUJO,59275,diagnostico
902224,902222,"RECUENTO DE RETICULOCITOS, CONTADOR DE CELULAS",7085,diagnostico
902222,902223,"RECUENTO DE RETICULOCITOS, MÉTODO MANUAL",2990,diagnostico
902223,907106,RECUENTO HAMBURGUER,7905,diagnostico
907106,904003,RENINA,27440,diagnostico
904003,902039,RESISTENCIA A LA PROTEÍNA C ACTIVADA [FACTOR DE LEIDEN],39240,diagnostico
902039,902041,RETRACCIÓN DE COÁGULO,2110,diagnostico
902041,906453,"RNP, ANTICUERPOS",33435,diagnostico
906453,906454,"Ro/SSA, ANTICUERPOS POR EIA",30455,diagnostico
906454,906326,"Rotavirus, ANTÍGENOS EN MATERIA FECAL POR EIA",29710,diagnostico
906326,906327,"Rotavirus, ANTÍGENOS EN MATERIA FECAL POR LÁTEX",12965,diagnostico
906327,M19857,"Rubeola, ANTICUERPOS G",20655,diagnostico
1936420,906241,"Rubeola, ANTICUERPOS Ig G POR EIA",28770,diagnostico
906241,906242,"Rubeola, ANTICUERPOS Ig G POR RIA",28770,diagnostico
906242,906243,"Rubeola, ANTICUERPOS Ig M POR EIA",33435,diagnostico
906243,906244,"Rubeola, ANTICUERPOS Ig M POR RIA",33435,diagnostico
906244,M19861,"Rubeola, ANTICUERPOS M",24430,diagnostico
1933630,905756,"SALICILATOS, SEMICUANTITATIVA POR COLORIMETRÍA",9145,diagnostico
905756,906328,"Salmonella, IDENTIFICACIÓN DIRECTA EN MATERIA FECAL POR LÁTEX",14360,diagnostico
906328,907009,SANGRE OCULTA [MATERIA FECAL] DETERMINACIÓN DE HEMOGLOBINA HUMANA ESPECÍFICA POR EIA,13205,diagnostico
907009,907008,SANGRE OCULTA EN MATERIA FECAL [GUAYACO O EQUIVALENTE],2315,diagnostico
907008,906245,"Sarampión, ANTICUERPOS Ig G POR EIA",24540,diagnostico
906245,903044,SATURACIÓN DE TRANSFERRINA,13205,diagnostico
903044,906455,"Scl 70, ANTICUERPOS POR EIA",30455,diagnostico
906455,906916,SEROLOGÍA [PRUEBA NO TREPOMENICA] VDRL EN SUERO O LCR & *,4380,diagnostico
906916,906915,SEROLOGÍA [PRUEBA NO TREPONEMICA] RPR,6245,diagnostico
906915,903434,SEROTONINA -5 HIDROXI-TRIPTAMINA,23665,diagnostico
903434,903435,SEROTONINA -5 HIDROXI-TRIPTAMINA EN ORINA DE 24H,23665,diagnostico
903435,M19874,"Shiguella, SEROTIPIFICACIÓN",11535,diagnostico
901319,906456,"SM, ANTICUERPOS POR EIA",27720,diagnostico
906456,903864,SODIO,5960,diagnostico
903864,903865,SODIO EN ORINA DE 24 HORAS,5715,diagnostico
903865,904708,SOMATOSTATINA,92800,diagnostico
904708,M19896,"Staphilococcus aureus, SEROTIPIFICACIÓN",11425,diagnostico
901320,901321,Streptococcus BETA HEMOLÍTICO GRUPO A [PRUEBA RÁPIDA O DIRECTA],15830,diagnostico
901321,901322,Streptococcus pneumoniae [Pneumococcus] SEROTIPIFICACIÓN,7710,diagnostico
901322,902122,"SULFOHEMOGLOBINA, CUANTITATIVA",22810,diagnostico
902122,905759,SUSTANCIAS ALUCINÓGENAS,14875,diagnostico
905759,905760,TALIO EN ORINA DE 24 H,15935,diagnostico
905760,905607,TEOFILINA POR EIA,14940,diagnostico
905607,904601,TESTOSTERONA LIBRE,25930,diagnostico
904601,904602,TESTOSTERONA TOTAL,32010,diagnostico
904602,902042,TIEMPO ACTIVADO DE COAGULACIÓN,12155,diagnostico
902042,902043,TIEMPO DE COAGULACIÓN,2645,diagnostico
902043,902044,TIEMPO DE LISIS DE LA EUGLOBULINA,6075,diagnostico
902044,902045,TIEMPO DE PROTROMBINA [PT],7515,diagnostico
902045,902046,TIEMPO DE SANGRIA [IVY O DUKE],1995,diagnostico
902046,902047,TIEMPO DE SANGRIA ESTANDARIZADO,13340,diagnostico
902047,902048,TIEMPO DE TROMBINA,4505,diagnostico
902048,902049,TIEMPO DE TROMBOPLASTINA PARCIAL [PTT],9385,diagnostico
902049,904920,TIROGLOBULINA,35605,diagnostico
904920,M19116,"TIROIDEOS COLOIDALES, ANTICUERPOS",22085,diagnostico
906457,906458,"TIROIDEOS MICROSOMALES, ANTICUERPOS POR EIA",32680,diagnostico
906458,906460,"TIROIDEOS MICROSOMALES, ANTICUERPOS POR IHA",19315,diagnostico
906460,906461,"TIROIDEOS MICROSOMALES, ANTICUERPOS POR RIA",32680,diagnostico
906461,906463,"TIROIDEOS TIROGLOBULÍNICOS, ANTICUERPOS POR EIA",36520,diagnostico
906463,906465,"TIROIDEOS TIROGLOBULÍNICOS, ANTICUERPOS POR IHA",16790,diagnostico
906465,908113,"TIROSINA, CUANTITATIVA EN ORINA O SANGRE",51230,diagnostico
908113,908114,"TIROSINA, TEST CON RAÍZ DE CABELLO",76855,diagnostico
908114,904921,TIROXINA LIBRE [T4L],15935,diagnostico
904921,904922,TIROXINA TOTAL [T4],16305,diagnostico
904922,906125,"Toxocara canis, ANTICUERPOS",36585,diagnostico
906125,906126,"Toxoplasma gondii, ANTICUERPOS Ig A",32695,diagnostico
906126,906127,"Toxoplasma gondii, ANTICUERPOS Ig G POR EIA",24750,diagnostico
906127,906128,"Toxoplasma gondii, ANTICUERPOS Ig G POR IFI",21305,diagnostico
906128,906129,"Toxoplasma gondii, ANTICUERPOS Ig M POR EIA",27255,diagnostico
906129,M19929,"Toxoplasma, ANTICUERPO M",32010,diagnostico
1922260,903867,TRANSAMINASA GLUTÁMICO OXALACÉTICA O ASPARTATO AMINO TRANSFERASA [TGO-AST],4530,diagnostico
903867,903866,TRANSAMINASA GLUTÁMICO PIRÚVICA O ALANINO AMINO TRANSFERASA [TGP-ALT],4530,diagnostico
903866,903045,TRANSFERRINA POR IDR,11455,diagnostico
903045,903046,TRANSFERRINA POR NEFELOMETRÍA,29625,diagnostico
903046,906039,"Treponema pallidum, ANTICUERPOS (FTA-ABS O TPHA-PRUEBA TREPONEMICA)",31360,diagnostico
906039,906040,"Treponema pallidum, ANTICUERPOS Ig G",27255,diagnostico
906040,906041,"Treponema pallidum, ANTICUERPOS Ig M",27255,diagnostico
906041,903868,TRIGLICÉRIDOS,5170,diagnostico
903868,906132,Tripamosoma cruzy [CHAGAS] ANTICUERPOS POR LÁTEX,24245,diagnostico
906132,906131,Tripanosoma cruzy [CHAGAS] ANTICUERPOS POR EIA * &,24245,diagnostico
906131,904923,TRIYODOTIRONINA [CAPTACIÓN O UPTAKE T3],17810,diagnostico
904923,904924,TRIYODOTIRONINA LIBRE [T3L],17480,diagnostico
904924,904925,TRIYODOTIRONINA TOTAL [T3],18830,diagnostico
904925,903438,"TROPONINA T, CUALITATIVA",27865,diagnostico
903438,903439,"TROPONINA T, CUANTITATIVA",39240,diagnostico
903439,M19964,UREA,4570,diagnostico
903869,907107,UROANÁLISIS CON SEDIMENTO Y DENSIDAD URINARIA,3785,diagnostico
907107,907010,"UROBILINOGENO EN MATERIA FECAL, CUALITATIVO",3330,diagnostico
907010,907011,"UROBILINOGENO EN MATERIA FECAL, CUANTITATIVO",22810,diagnostico
907011,907108,UROBILINÓGENO EN ORINA,19820,diagnostico
907108,901235,UROCULTIVO [ANTIBIOGRAMA DE DISCO],24305,diagnostico
901235,901236,UROCULTIVO [ANTIBIOGRAMA MIC AUTOMATICO] (112),28905,diagnostico
901236,901237,UROCULTIVO [ANTIBIOGRAMA MIC MANUAL] (112),24305,diagnostico
901237,905411,"VANCOMICINA, SEMICUANTITATIVA POR CROMATOGRAFÍA DE CAPA FINA",12920,diagnostico
905411,911026,VARIANTE A1 - A2 Y OTROS LIGADOS A LOS GRUPOS SANGUÍNEOS [SUBGRUPO] EN PLACA O TUBO,2645,diagnostico
911026,906247,"Varicela zoster, ANTICUERPOS Ig G",14205,diagnostico
906247,906248,"Varicela zoster, ANTICUERPOS Ig M",27255,diagnostico
906248,906249,"VIH 1 Y 2, ANTICUERPOS & *",23665,diagnostico
906249,906840,"VIH, CARGA VIRAL CUALQUIER TÉCNICA",355415,diagnostico
906840,906250,"VIH, PRUEBA CONFIRMATORIA POR WESTERN BLOTTING O EQUIVALENTE",125550,diagnostico
906250,906251,"Virus de Encefalitis, ANTICUERPOS",65890,diagnostico
906251,906329,"Virus sicitial respiratorio, ANTÍGENO",18185,diagnostico
906329,M19981,VITAMINA A [RETINOL],45585,diagnostico
903701,M19982,VITAMINA B 1,45585,diagnostico
903702,903703,VITAMINA B 12,32680,diagnostico
903703,M19982,VITAMINA B 2,45585,diagnostico
903704,M19982,VITAMINA B 6,45585,diagnostico
903705,M19982,"VITAMINA D 1,25 DIHIDROXI",45585,diagnostico
903707,M19982,VITAMINA D 25 DIHIDROXI,45585,diagnostico
903706,M19982,VITAMINA E [TOCOFEROL],45585,diagnostico
903708,905102,WARFARINA CUALITATIVA POR CROMATOGRAFÍA DE CAPA DELGADA,11445,diagnostico
905102,905103,WARFARINA CUANTITATIVA POR CROMATOGRAFÍA LÍQUIDA,16345,diagnostico
905103,901238,"Yersinia enterocolítica, CULTIVO",30720,diagnostico
901238,903608,ZINC,17145,diagnostico
903608,903609,ZINC EN ORINA DE 24H,17145,diagnostico
898101,20102,ESTUDIO DE COLORACION HISTOQUIMICA EN BIOPSIA (235),31045,diagnostico
898102,20103,ESTUDIO DE COLORACION DE INMUNOFLUORESENCIA EN BIOPSIA,44760,diagnostico
898104,20104,ESTUDIO DE MICROSCOPÌA ELECTRÓNICA EN BIOPSIA,97005,diagnostico
898107,20105,ESTUDIO DE COLORACION INMUNOHISTOQUIMICA EN BIOPSIA (249),18960,diagnostico
898103,20106,ESTUDIO POR CONGELACION,67420,diagnostico
898801,20209,ESTUDIO DE RECEPTORES HORMONALES EN BIOPSIA (324),50005,diagnostico
898201,20202,ESTUDIO DE COLORACION HISTOQUIMICA EN ESPECIMEN DE RECONOCIMIENTO (235),52895,diagnostico
898202,20105,ESTUDIO DE COLORACION INMUNOHISTOQUIMICA EN ESPECIMEN DE RECONOCIMIENTO (249),18960,diagnostico
898203,20203,ESTUDIO DE COLORACION INMUNOFLUORESCENCIA EN ESPECIMEN DE RECONOCIMIENTO,70105,diagnostico
898204,20204,ESTUDIO DE MICROSCOSPIA ELECTRONICA EN ESPECIMEN DE RECONOCIMIENTO,88470,diagnostico
898207,20209,ESTUDIO DE RECEPTORES HORMONALES EN ESPECIMEN DE RECONOCIMIENTO (324),50005,diagnostico
898241,20206,ESTUDIO DE COLORACION HISTOQUIMICA EN ESPECIMEN CON RESECCIÓN DE MARGENES,105905,diagnostico
898242,20105,ESTUDIO DE COLORACION INMUNOHISTOQUIMICA EN ESPECIMEN CON RESECCIÓN DE MARGENES (249),18960,diagnostico
898243,20207,ESTUDIO DE COLORACION INMUNOFLUORESENCIA EN ESPECIMEN CON RESECCIÓN DE MARGENES,140195,diagnostico
898244,20208,ESTUDIO DE MICROSCOPIA ELECTRONICA EN ESPECIMEN CON RESECCIÓN DE MARGENES,176940,diagnostico
898247,20209,ESTUDIO DE RECEPTORES HORMONALES EN ESPECIMEN CON RESECCIÓN DE MARGENES (324),50005,diagnostico
892901,20301,ESTUDIO DE COLORACION BASICA EN CITOLOGIA VAGINAL TUMORAL Y/O FUNCIONAL (323),7460,diagnostico
898001,20303,ESTUDIO DE COLORACION BASICA EN CITOLOGIA DE LIQUIDO CORPORAL O SECRECION,10225,diagnostico
898002,20102,ESTUDIO DE COLORACION HISTOQUIMICA EN CITOLOGIA VAGINAL TUMORAL Y/O FUNCIONAL (235),31045,diagnostico
898005,20102,ESTUDIO DE COLORACION HISTOQUIMICA EN CITOLOGIA DE LIQUIDO CORPORAL O SECRECION (235),31045,diagnostico
898006,20305,ESTUDIO DE COLORACION BASICA EN CITOLOGIA POR ASPIRACION DE CUALQUIER TEJIDO U ORGANO (BACAF),19490,diagnostico
898003,20102,ESTUDIO DE COLORACION HISTOQUIMICA EN CITOLOGIA POR ASPIRACION DE CUALQUIER TEJIDO U ORGANO (BACAF),31045,diagnostico
898007,20201,ESTUDIO DE COLORACION BASICA DE ASPIRADO DE MEDULA OSEA (MIELOGRAMA),30215,diagnostico
898004,20306,ESTUDIO DE COLORACION HISTOQUIMICA DE ASPIRADO DE MEDULA OSEA (MIELOGRAMA),47540,diagnostico
898008,20307,ESTUDIO DE COLORACION INMUNOHISTOQUIMICA DE ASPIRADO DE MEDULA OSEA (MIELOGRAMA),72385,diagnostico
898012,20401,AUTOPSIA [NECROPSIA] COMPLETA,111955,diagnostico
898301,20403,M20403,93235,diagnostico
211101,873004,RADIOGRAFIA PARA DETECTAR EDAD OSEA [CARPOGRAMA],14730,diagnostico
873004,211101,RADIOGRAFIA DE CLAVICULA,14730,diagnostico
211101,873112,RADIOGRAFIA DE CLAVICULA,14730,diagnostico
873112,211101,RADIOGRAFIA DE ANTEBRAZO,14730,diagnostico
211101,873122,RADIOGRAFIA DE ANTEBRAZO,14730,diagnostico
873122,211101,RADIOGRAFIA DE CODO,14730,diagnostico
211101,873205,RADIOGRAFIA DE CODO,14730,diagnostico
873205,211101,RADIOGRAFIA DE MUÑECA,14730,diagnostico
211101,873206,RADIOGRAFIA DE MUÑECA,14730,diagnostico
873206,211101,RADIOGRAFIA DE DEDOS EN MANO,14730,diagnostico
211101,873210,RADIOGRAFIA DE DEDOS EN MANO,14730,diagnostico
873210,211101,RADIOGRAFIA DE PIE AP Y LATERAL,14730,diagnostico
211101,873333,RADIOGRAFIA DE PIE AP Y LATERAL,14730,diagnostico
873333,211101,RADIOGRAFIA DE CALCANEO AXIAL Y LATERAL,14730,diagnostico
211101,873335,RADIOGRAFIA DE CALCANEO AXIAL Y LATERAL,14730,diagnostico
873335,211101,RADIOGRAFIA DE TOBILLO AP LATERAL Y ROTACION INTERNA,14730,diagnostico
211101,873431,RADIOGRAFIA DE TOBILLO AP LATERAL Y ROTACION INTERNA,14730,diagnostico
873431,211101,RADIOGRAFIA DE ANTEPIE AP Y OBLICUA,14730,diagnostico
211101,873432,RADIOGRAFIA DE ANTEPIE AP Y OBLICUA,14730,diagnostico
873432,211102,RADIOGRAFIA DE OMOPLATO,19090,diagnostico
211102,873111,RADIOGRAFIA DE OMOPLATO,19090,diagnostico
873111,211102,RADIOGRAFIA DE HUMERO,19090,diagnostico
211102,873121,RADIOGRAFIA DE HUMERO,19090,diagnostico
873121,211102,RADIOGRAFIA DE HOMBRO,19090,diagnostico
211102,873204,RADIOGRAFIA DE HOMBRO,19090,diagnostico
873204,211102,RADIOGRAFIA DE FEMUR AP Y LATERAL,19090,diagnostico
211102,873312,RADIOGRAFIA DE FEMUR AP Y LATERAL,19090,diagnostico
873312,211102,RADIOGRAFIA DE PIERNA AP Y LATERAL,19090,diagnostico
211102,873313,RADIOGRAFIA DE PIERNA AP Y LATERAL,19090,diagnostico
873313,211102,RADIOGRAFIA DE ANTEVERSION TIBIAL,19090,diagnostico
211102,873314,RADIOGRAFIA DE ANTEVERSION TIBIAL,19090,diagnostico
873314,211102,RADIOGRAFIA DE MIEMBRO INFERIOR AP Y LATERAL,19090,diagnostico
211102,873340,RADIOGRAFIA DE MIEMBRO INFERIOR AP Y LATERAL,19090,diagnostico
873340,211102,"RADIOGRAFIA DE RODILLA AP, LATERAL",19090,diagnostico
211102,873420,"RADIOGRAFIA DE RODILLA AP, LATERAL",19090,diagnostico
873420,212103,RADIOGRAFIA PARA MEDICION DE MIEMBROS INFERIORES [ESTUDIO DE FARILL U OSTEOMETRIA] O ESTUDIO DE PIE PLANO (PIES CON APOYO),21485,diagnostico
212103,873302,RADIOGRAFIA PARA MEDICION DE MIEMBROS INFERIORES [ESTUDIO DE FARILL U OSTEOMETRIA] O ESTUDIO DE PIE PLANO (PIES CON APOYO),21485,diagnostico
873302,212103,RADIOGRAFIAS AXIALES DE ROTULA O LONGITUD DE MIEMBROS INFERIORES,21485,diagnostico
212103,873426,RADIOGRAFIAS AXIALES DE ROTULA O LONGITUD DE MIEMBROS INFERIORES,21485,diagnostico
873426,212104,RADIOGRAFIA DE ANTEVERSION FEMORAL,24010,diagnostico
212104,873311,RADIOGRAFIA DE ANTEVERSION FEMORAL,24010,diagnostico
873311,211105,RADIOGRAFIA DE ARTICULACIONES SACROILIACAS,18175,diagnostico
211105,871091,RADIOGRAFIA DE ARTICULACIONES SACROILIACAS,18175,diagnostico
871091,211105,"RADIOGRAFIA DE PELVIS O ARTICULACION COXO-FEMORAL (AP, LATERAL )",18175,diagnostico
211105,873411,"RADIOGRAFIA DE PELVIS O ARTICULACION COXO-FEMORAL (AP, LATERAL )",18175,diagnostico
873411,211106,RADIOGRAFIA DE ARTICULACIONES ACROMIO CLAVICULARES COMPARATIVAS (54),8440,diagnostico
211106,873202,RADIOGRAFIA DE ARTICULACIONES ACROMIO CLAVICULARES COMPARATIVAS (54),8440,diagnostico
873202,211106,RADIOGRAFIA DE PELVIS (CADERA) COMPARATIVA (54),8440,diagnostico
211106,873412,RADIOGRAFIA DE PELVIS (CADERA) COMPARATIVA (54),8440,diagnostico
873412,211106,RADIOGRAFIA DE RODILLAS COMPARATIVAS POSICION VERTICAL (UNICAMENTE VISTA ANTEROPOSTERIOR) (54),8440,diagnostico
211106,873422,RADIOGRAFIA DE RODILLAS COMPARATIVAS POSICION VERTICAL (UNICAMENTE VISTA ANTEROPOSTERIOR) (54),8440,diagnostico
873422,211106,RADIOGRAFIAS COMPARATIVAS DE EXTREMIDADES INFERIORES (54),8440,diagnostico
211106,873443,RADIOGRAFIAS COMPARATIVAS DE EXTREMIDADES INFERIORES (54),8440,diagnostico
873443,211106,"RADIOGRAFÍAS EN EXTREMIDADES PROYECCIONES ADICIONALES: STRESS, TUNEL, OBLICUAS (54)",8440,diagnostico
211106,873444,"RADIOGRAFÍAS EN EXTREMIDADES PROYECCIONES ADICIONALES: STRESS, TUNEL, OBLICUAS (54)",8440,diagnostico
873444,211107,TOMOGRAFIA OSTEOARTICULAR EN MIEMBRO SUPERIOR (54),48050,diagnostico
211107,873710,TOMOGRAFIA OSTEOARTICULAR EN MIEMBRO SUPERIOR (54),48050,diagnostico
873710,211107,TOMOGRAFIA OSTEOARTICULAR EN MIEMBRO INFERIOR (54),48050,diagnostico
211107,873720,TOMOGRAFIA OSTEOARTICULAR EN MIEMBRO INFERIOR (54),48050,diagnostico
873720,211108,E21108,8440,diagnostico
211108,E21108,"PROYECCIÓN ADICIONAL (STRESS, TÚNEL, TANGENCIALES, OBLICUAS), CADA UNA; AL VALOR DE LA REGIÓN AGREGAR.",8440,diagnostico
211109,873424,RADIOGRAFIA TANGENCIAL DE ROTULA,24400,diagnostico
873424,212110,"RADIOGRAFIA PANORAMICA DE COLUMNA (GONIOMETRIA U ORTOGRAMA) FORMATO 14"" X 36"" ( ADULTOS)",83870,diagnostico
212110,871061,"RADIOGRAFIA PANORAMICA DE COLUMNA (GONIOMETRIA U ORTOGRAMA) FORMATO 14"" X 36"" ( ADULTOS)",83870,diagnostico
871061,212111,"RADIOGRAFIA PANORAMICA DE COLUMNA (GONIOMETRIA U ORTOGRAMA) FORMATO 14"" X 17"" ( NIÑOS)",32255,diagnostico
212111,871062,"RADIOGRAFIA PANORAMICA DE COLUMNA (GONIOMETRIA U ORTOGRAMA) FORMATO 14"" X 17"" ( NIÑOS)",32255,diagnostico
871062,211112,RADIOGRAFIA DE HUESOS LARGOS SERIE COMPLETA ( ESQUELETO AXIAL Y APENDIPULAR),69505,diagnostico
211112,873002,RADIOGRAFIA DE HUESOS LARGOS SERIE COMPLETA ( ESQUELETO AXIAL Y APENDIPULAR),69505,diagnostico
873002,212114,OSTEODENSITOMETRIA POR ABSORCION DUAL DE RAYOS X [DEXA],114625,diagnostico
212114,886012,OSTEODENSITOMETRIA POR ABSORCION DUAL DE RAYOS X [DEXA],114625,diagnostico
886012,212114,OSTEODENSITOMETRIA PERIFERICA POR ABSORCION DUAL DE RAYOS X [DEXA] (366),11460,diagnostico
212114,886013,OSTEODENSITOMETRIA PERIFERICA POR ABSORCION DUAL DE RAYOS X [DEXA] (366),11460,diagnostico
211120,870004,RADIOGRAFIA DE SILLA TURCA,19720,diagnostico
870004,211120,RADIOGRAFIA DE CARA (PERFILOGRAMA),19720,diagnostico
211120,870101,RADIOGRAFIA DE CARA (PERFILOGRAMA),19720,diagnostico
870101,211120,RADIOGRAFIA DE MALAR,19720,diagnostico
211120,870104,RADIOGRAFIA DE MALAR,19720,diagnostico
870104,211120,RADIOGRAFIA DE ARCO CIGOMATICO,19720,diagnostico
211120,870105,RADIOGRAFIA DE ARCO CIGOMATICO,19720,diagnostico
870105,211120,RADIOGRAFIA DE HUESOS NASALES,19720,diagnostico
211120,870107,RADIOGRAFIA DE HUESOS NASALES,19720,diagnostico
870107,211120,RADIOGRAFIA DE MAXILAR SUPERIOR,19720,diagnostico
211120,870112,RADIOGRAFIA DE MAXILAR SUPERIOR,19720,diagnostico
870112,211121,RADIOGRAFIA DE ORBITAS,19840,diagnostico
211121,870102,RADIOGRAFIA DE ORBITAS,19840,diagnostico
870102,211121,RADIOGRAFIA DE AGUJEROS OPTICOS,19840,diagnostico
211121,870103,RADIOGRAFIA DE AGUJEROS OPTICOS,19840,diagnostico
870103,211121,RADIOGRAFIA DE SENOS PARANASALES,19840,diagnostico
211121,870108,RADIOGRAFIA DE SENOS PARANASALES,19840,diagnostico
870108,211121,RADIOGRAFIA DE MAXILAR INFERIOR,19840,diagnostico
211121,870113,RADIOGRAFIA DE MAXILAR INFERIOR,19840,diagnostico
870113,211121,RADIOGRAFIA DE ARTICULACION TEMPOROMAXILAR (ATM),19840,diagnostico
211121,870131,RADIOGRAFIA DE ARTICULACION TEMPOROMAXILAR (ATM),19840,diagnostico
870131,211122,RADIOGRAFIA DE CRANEO SIMPLE,21465,diagnostico
211122,870001,RADIOGRAFIA DE CRANEO SIMPLE,21465,diagnostico
870001,211123,RADIOGRAFIA DE BASE DE CRANEO,14475,diagnostico
211123,870003,RADIOGRAFIA DE BASE DE CRANEO,14475,diagnostico
870003,211124,"RADIOGRAFIA PANORAMICA DE MAXILARES, SUPERIOR E INFERIOR (ORTOPANTOMOGRAFIA)",13125,diagnostico
211124,870114,"RADIOGRAFIA PANORAMICA DE MAXILARES, SUPERIOR E INFERIOR (ORTOPANTOMOGRAFIA)",13125,diagnostico
870114,211127,PERFILOGRAMA CON CEFALOMETRIA,31725,diagnostico
211127,870002,PERFILOGRAMA CON CEFALOMETRIA,31725,diagnostico
870002,211128,RADIOGRAFIA DE MASTOIDES COMPARATIVAS,28115,diagnostico
211128,870005,RADIOGRAFIA DE MASTOIDES COMPARATIVAS,28115,diagnostico
870005,211128,RADIOGRAFIA DE PEÑASCOS,28115,diagnostico
211128,870006,RADIOGRAFIA DE PEÑASCOS,28115,diagnostico
870006,211128,RADIOGRAFIA DE CONDUCTO AUDITIVO INTERNO,28115,diagnostico
211128,870007,RADIOGRAFIA DE CONDUCTO AUDITIVO INTERNO,28115,diagnostico
870007,212129,TOMOGRAFIA LINEAL DE MAXILAR SUPERIOR (55),31425,diagnostico
212129,870305,TOMOGRAFIA LINEAL DE MAXILAR SUPERIOR (55),31425,diagnostico
870305,212129,TOMOGRAFIA LINEAL DE MAXILAR INFERIOR (55),31425,diagnostico
