codigo,descripcion,ref,tipo,uvr,valor
453001,ENTEROSCOPIA CON CONTROL DE HEMORRAGIA O FULGURACION DE LESION EN MUCOSA DUODENAL,444300,quirurgico,105.0,
451200,ENDOSCOPIA DE INTESTINO DELGADO A TRAVES DE ESTOMA ARTIFICIAL SOD,453001,quirurgico,95.0,
442200,DILATACION ENDOSCOPICA DE PILORO SOD,451200,quirurgico,60.0,
511100,COLANGIOGRAFIA ENDOSCOPICA RETROGRADA (TRANSDUODENAL) SOD,18400,quirurgico,90.0,
511000,COLANGIO-PANCREATOGRAFIA RETROGRADA ENDOSCOPICA (CPRE) SOD,511100,quirurgico,115.0,
511400,OTRA BIOPSIA CERRADA [ ENDOSCOPICA] DE TRACTO BILIAR O ESFINTER DE ODDI SOD,511000,quirurgico,115.0,
521300,PANCREATOGRAFIA RETROGRADA ENDOSCOPICA (ERP) SOD,511400,quirurgico,100.0,
518500,ESFINTERECTOMIA Y PAPILOTOMIA ENDOSCOPICA SOD (39),521300,quirurgico,115.0,
516400,ESCISIÓN ENDOSCOPICA DE LESION EN LAS VIAS BILIARES SOD (39),518500,quirurgico,125.0,
518801,EXTRACCION ENDOSCOPICA DE CALCULOS DE LAS VIAS BILIARES CON ESFINTEROTOMIA (39),516400,quirurgico,125.0,
521400,BIOPSIA CERRADA [ENDOSCOPICA] DE DUCTO PANCREATICO SOD (39),518801,quirurgico,125.0,
529400,EXTRACCION ENDOSCOPICA DE CALCULOS DEL CONDUCTO PANCREATICO SOD (39),521400,quirurgico,125.0,
512300,LITROTIPSIA MECANICA BILIAR POR COLANGIOPANCREATOGRAFIA RETROGRADA ENDOSCOPICA SOD (39),529400,quirurgico,125.0,
511500,MEDICION DE LA PRESION DEL ESFINTER DE ODDI SOD (39),512300,quirurgico,115.0,
518600,INSERCION ENDOSCOPICA DE TUBO DE DRENAJE NASOBILIAR SOD (39),511500,quirurgico,115.0,
529700,INSERCION ENDOSCOPICA DE TUBO DE DRENAJE NASOPANCREATICO SOD (39),518600,quirurgico,115.0,
518700,INSERCION ENDOSCOPICA DE TUBO TUTOR (PROTESIS (STENT)) EN CONDUCTO BILIAR SOD (39),529700,quirurgico,125.0,
519500,EXTRACCION DE DISPOSITIVO PROTESICO DE VIA BILIAR SOD (39),518700,quirurgico,125.0,
529300,INSERCION ENDOSCOPICA DE TUBO TUTOR (PROTESIS (STENT)) EN EL CONDUCTO PANCRAETICO SOD (39),519500,quirurgico,125.0,
518400,DILATACION ENDOSCOPICA DE AMPOLLA Y CONDUCTO BILIAR SOD (39),529300,quirurgico,125.0,
529800,DILATACION ENDOSCOPICA DE DUCTO PANCREATICO SOD (39),518400,quirurgico,125.0,
512200,FULGURACION DE LESIONES POR COLANGIOPANCREATOGRAFIA ENDOSCOPICA RETROGRADA SOD (39),529800,quirurgico,115.0,
522100,RESECCION ENDOSCOPICA DE LESION O TEJIDO DE PANCREAS SOD (39),512200,quirurgico,115.0,
213450,DRENAJE BILIAR PERCUTANEO [ENDOSCOPICO] Y COLOCACION DE PROTESIS SOD (82),522100,quirurgico,175.0,
510300,DRENAJE BILIAR PERCUTANEO [ENDOSCOPICO] Y COLOCACION DE PROTESIS SOD (82),213450,quirurgico,175.0,
512104,COLECISTECTOMÍA POR LAPAROSCOPIA,510300,quirurgico,160.0,
492100,ANOSCOPIA SOD,18500,quirurgico,20.0,
482301,PROCTOSIGMOIDOSCOPIA RIGIDA O FLEXIBLE,492100,quirurgico,35.0,
482400,BIOPSIA CERRADA [ENDOSCOPICA] DE RECTO O SIGMOIDE SOD,482301,quirurgico,35.0,
452401,SIGMOIDOSCOPIA FLEXIBLE O RIGIDA,482400,quirurgico,45.0,
452500,BIOPSIA CERRADA [ENDOSCOPICA] DEL INTESTINO GRUESO SOD,452401,quirurgico,45.0,
452302,COLONOSCOPIA IZQUIERDA CON EQUIPO FLEXIBLE,452500,quirurgico,90.0,
452301,COLONOSCOPIA TOTAL,452302,quirurgico,90.0,
452100,ENDOSCOPIA TRANSABDOMINAL DE INTESTINO GRUESO SOD,452301,quirurgico,105.0,
482700,MANOMETRIA RECTAL ENDOSCOPICA SOD,452100,quirurgico,75.0,
452200,ENDOSCOPIA DE INTESTINO GRUESO A TRAVES DE ESTOMA ARTIFICIAL SOD,482700,quirurgico,60.0,
451401,BIOPSIA CERRADA CON CAPSULA DE INTESTINO DELGADO,452200,quirurgico,50.0,
483803,EXTRACCION ENDOSCOPICA DE CUERPO EXTRAÑO EN RECTO,451401,quirurgico,60.0,
469702,EXTRACCION ENDOSCOPICA DE CUERPO EXTRAÑO EN INTESTINO GRUESO,483803,quirurgico,105.0,
454201,RESECCION ENDOSCOPICA DE LESIONES EN SIGMOIDE,469702,quirurgico,105.0,
483600,POLIPECTOMIA ENDOSCOPICA DE RECTO SOD,454201,quirurgico,105.0,
454202,RESECCION ENDOSCOPICA DE LESIONES DE COLON NCOC,483600,quirurgico,125.0,
454203,CONTROL ENDOSCOPICO DE HEMORRAGIA DE COLON,454202,quirurgico,125.0,
493400,RESECCIÓN DE LESIÓN DE ANO POR FULGURACIÓN ENDOSCOPICA SOD,454203,quirurgico,125.0,
468020,DESCOMPRESION ENDOSCOPICA DE DILATACION AGUDA DE COLON (OGILVIE),493400,quirurgico,115.0,
468021,DESCOMPRESION ENDOSCOPICA DE VÓLVULO DE COLON (SIGMOIDE),468020,quirurgico,115.0,
489400,DILATACION INSTRUMENTAL ENDOSCOPICA DE RECTO SOD,468021,quirurgico,45.0,
542100,LAPAROSCOPIA DIAGNOSTICA SOD,18601,quirurgico,65.0,
501300,BIOPSIA DE HIGADO POR LAPAROSCOPIA SOD,542100,quirurgico,65.0,
502103,DRENAJE DE LESION HEPATICA POR LAPAROSCOPIA,501300,quirurgico,65.0,
541302,"DRENAJE DE COLECCIÓN INTRAPERITONEAL ( EPIPLOICO, OMENTAL,PERIESPLÉNICO, PERIGÁSTRICO, SUBHEPÁTICO, SUBFRENICO, DE LA FOSA ILÍACA O PLASTRÓN APENDICULAR ) POR LAPAROSCOPIA",502103,quirurgico,65.0,
651202,BIOPSIA EN OVARIO POR LAPAROSCOPIA,541302,quirurgico,65.0,
661120,BIOPSIA DE TROMPAS DE FALOPIO POR LAPAROSCOPIA,651202,quirurgico,65.0,
681500,"BIOPSIA ENDOSCÓPICA DE LIGAMENTOS DE ÚTERO, SOD",661120,quirurgico,65.0,
681610,BIOPSIA DE MIOMETRIO POR LAPAROSCOPIA,681500,quirurgico,65.0,
563510,ENDOSCOPIA (CISTOSCOPIA) DEL CONDUCTO ILEAL (40),18701,quirurgico,75.0,
563520,ENDOSCOPIA (CISTOSCOPIA) DEL CONDUCTO COLONICO (40),563510,quirurgico,75.0,
573100,CISTOSCOPIA A TRAVES DE ESTOMA ARTIFICIAL O CISTOSTOMÍA SOD (40),563520,quirurgico,75.0,
573201,CISTOSCOPIA TRANSURETRAL (40),573100,quirurgico,75.0,
573301,BIOPSIA UNICA O SIMPLE DE VEJIGA POR CISTOSCOPIA,573201,quirurgico,75.0,
573302,BIOPSIA MULTIPLE O MAPEO VESICAL POR CISTOSCOPIA,573301,quirurgico,75.0,
560100,"REMOCION TRANSURETRAL [ENDOSCOPICA] DE CALCULO [URETEROLITOTOMÍA], COAGULO O CUERPO EXTRAÑO EN URETER O PELVIS RENAL SOD",573302,quirurgico,200.0,
561102,MEATOTOMIA URETERAL VIA ENDOSCOPICA,560100,quirurgico,60.0,
552100,NEFROSCOPIA DIAGNOSTICA SOD,561102,quirurgico,85.0,
552200,PIELOSCOPIA DIAGNOSTICA SOD,552100,quirurgico,85.0,
552320,BIOPSIA ENDOSCÓPICA DE RIÑON,552200,quirurgico,85.0,
563300,BIOPSIA CERRADA [ENDOSCÓPICA] DE URETER SOD,552320,quirurgico,85.0,
563100,URETEROSCOPIA DIAGNOSTICA SOD,563300,quirurgico,85.0,
553102,RESECCION ENDOSCOPICA DE LESION PIELICA,563100,quirurgico,100.0,
558720,PIELOPLASTIA ENDOSCOPICA,553102,quirurgico,100.0,
598001,CATETERISMO URETERAL DE AUTORETENCION VIA ENDOSCOPICA,558720,quirurgico,75.0,
570200,"REMOCIÓN TRANSURETRAL [ENDOSCOPICA] DE CALCULO, CUERPO EXTRAÑO O COAGULO DE VEJIGA SOD",598001,quirurgico,115.0,
570500,HEMOSTASIA VESICAL TRANSURETRAL SOD,570200,quirurgico,115.0,
574100,ABLACIÓN TRANSURETRAL DE ADHERENCIAS INTRALUMINALES VESICALES SOD,570500,quirurgico,75.0,
569002,DILATACION URETERAL VIA ENDOSCOPICA,574100,quirurgico,55.0,
570100,LIMPIEZA Y DRENAJE TRANSURETRAL DE VEJIGA SOD,569002,quirurgico,90.0,
588202,INSERCIÓN DE PROTESIS (STENT) URETRAL VIA ENDOSCÓPICA,570100,quirurgico,90.0,
574201,RESECCIÓN ENDOSCÓPICA DE LESIÓN VESICAL (188),588202,quirurgico,100.0,
574202,FULGURACION ENDOSCOPICA DE LESION VESICAL,574201,quirurgico,100.0,
576061,RESECCION TRANSURETRAL [ENDOSCOPICA] DE CUELLO VESICAL,574202,quirurgico,70.0,
599500,LITIASIS URINARIA FRAGMENTADA INTRACORPOREA ENDOSCOPICA SOD,576061,quirurgico,185.0,
579302,CONTROL DE HEMORRAGIA (POSTQUIRÚRGICA) DE VEJIGA VIA ENDOSCÓPICA,599500,quirurgico,120.0,
582100,URETROSCOPIA PERINEAL SOD,M18800,quirurgico,25.0,
981905,EXTRACCION ENDOSCÓPICA DE CUERPO EXTRAÑO DE URETRA,18810,quirurgico,95.0,
579101,ESFINTEROTOMÍA VESICAL CERRADA [ENDOSCÓPICA],981905,quirurgico,115.0,
583102,ESCISIÓN ENDOSCOPICA DE VALVA CONGÉNITA DE URETRA,579101,quirurgico,115.0,
587010,URETROLITOTOMÍA ENDOSCÓPICA,583102,quirurgico,95.0,
583101,FULGURACION ENDOSCOPICA DE LESIONES URETRALES,587010,quirurgico,75.0,
600112,DRENAJE DE COLECCIÓN EN PROSTÁTA VIA ENDOSCOPICA,583101,quirurgico,60.0,
602901,RESECCCIÓN O ENUCLEACIÓN TRANSURETRAL DE PRÓSTATA (RTUP) O ADENOMECTOMIA,600112,quirurgico,200.0,
602902,PROSTATECTOMÍA TRANSURETRAL (214),602901,quirurgico,200.0,
609402,CONTROL DE HEMORRAGIA PROSTATICA VIA CISTOSCOPIA,602902,quirurgico,120.0,
580050,URETROTOMIA INTERNA ENDOSCOPICA,609402,quirurgico,120.0,
753100,AMNIOSCOPIA SOD,18900,quirurgico,95.0,
681200,HISTEROSCOPIA SOD,753100,quirurgico,50.0,
681611,BIOPSIA DE ENDOMETRIO Y LESION ENDOMETRIAL POR HISTEROSCOPIA,681200,quirurgico,60.0,
702110,VAGINOSCOPIA CON INSTRUMENTO OPTICO (EN NIÑAS),681611,quirurgico,30.0,
702201,COLPOSCOPIA CON BIOPSIA,702110,quirurgico,30.0,
662100,ABLACIÓN U OCLUSIÓN DE TROMPA DE FALOPIO UNICA VIA ENDOSCOPICA SOD,702201,quirurgico,65.0,
662200,ABLACIÓN U OCLUSIÓN BILATERAL DE TROMPA DE FALOPIO VIA ENDOSCOPICA SOD,662100,quirurgico,65.0,
468602,LIBERACIÓN DE ADHERENCIAS O BRIDAS EN INTESTINO POR LAPAROSCOPIA,662200,quirurgico,70.0,
545100,LISIS DE ADHERENCIAS PERITONEALES POR LAPAROSCOPIA SOD,468602,quirurgico,70.0,
691302,SECCIÓN DE ADHERENCIAS UTERINAS A PARED ABDOMINAL VIA LAPAROSCOPICA,545100,quirurgico,70.0,
660102,SALPINGOSTOMÍA Y DRENAJE TROMPA DE FALOPIO POR LAPAROSCOPIA,691302,quirurgico,100.0,
549202,"EXTRACCION DE CUERPO EXTRAÑO INTRAPERITONEAL ( O DIU PERDIDO), POR LAPAROSCOPIA",660102,quirurgico,70.0,
653102,OOFORECTOMÍA UNILATERAL POR LAPAROSCOPIA,549202,quirurgico,120.0,
655102,OOFORECTOMÍA BILATERAL POR LAPAROSCOPIA,653102,quirurgico,120.0,
669120,SALPINGO-OOFORECTOMÍA UNILATERAL POR LAPAROSCOPIA,655102,quirurgico,120.0,
669220,SALPINGO-OOFORECTOMÍA BILATERAL POR LAPAROSCOPIA,669120,quirurgico,120.0,
652902,"LIBERACION O LISIS DE ADHERENCIAS (LEVES, MODERADAS O SEVERAS) DE OVARIO POR LAPAROSCOPIA (24)",669220,quirurgico,90.0,
667610,SALPINGOLISIS DE ADHERENCIAS (LEVES. MODERADAS O SEVERAS) POR LAPAROSCOPIA (24),652902,quirurgico,110.0,
669902,"LIBERACIÓN O LISIS DE ADHERENCIAS (LEVES, MODERADAS O SEVERAS) DE OVARIO Y TROMPAS DE FALOPIO POR LAPAROSCOPIA (24)",667610,quirurgico,120.0,
691230,SECCIÓN DE LIGAMENTO UTERO SACRO POR LAPAROSCOPIA,669902,quirurgico,90.0,
691201,ESCISIÓN Y ABLACIÓN DE ENDOMETROSIS ESTADOS I Y II POR LAPAROSCOPIA,691230,quirurgico,70.0,
691202,ESCISIÓN Y ABLACIÓN DE ENDOMETROSIS ESTADOS III Y IV POR LAPAROSCOPIA,691201,quirurgico,120.0,
652102,CISTECTOMÍA DE OVARIO POR LAPAROSCOPIA (24),691202,quirurgico,100.0,
652302,RESECCIÓN DE TUMOR DE OVARIO POR LAPAROSCOPIA (24),652102,quirurgico,100.0,
652802,RESECCIÓN DE QUISTE PARA-OVÁRICO POR LAPAROSCOPIA (24),652302,quirurgico,100.0,
666220,RESECCIÓN DE LESION EN MESOSALPINX POR LAPAROSCOPIA (24),652802,quirurgico,100.0,
652702,FULGURACIÓN EN OVARIO POR LAPAROSCOPIA (24),666220,quirurgico,70.0,
682403,MIOMECTOMÍA UTERINA ( UNICA O MULTIPLE) POR LAPAROSCOPIA,652702,quirurgico,100.0,
694102,HISTERORRAFIA POR LAPAROSCOPIA,682403,quirurgico,80.0,
667902,SALPINGOPLASTIA (FIMBROPLASTIA) POR LAPAROSCOPIA (24),694102,quirurgico,125.0,
667302,SALPINGO-SALPINGOSTOMÍA POR LAPAROSCOPIA (24),667902,quirurgico,140.0,
667400,SALPINGOHISTEROTOMÍA (SALPINGO-UTEROSTOMÍA) SOD (24),667302,quirurgico,140.0,
657802,OOFOROPEXIA UNILATERAL POR LAPAROSCOPIA,667400,quirurgico,75.0,
595103,URETROCISTOPEXIA POR LAPAROSCOPIA,657802,quirurgico,125.0,
652402,PUNCIÓN Y DRENAJE DE LESION DE OVARIO POR LAPAROSCOPIA (24),595103,quirurgico,85.0,
659120,ASPIRACIÓN FOLICULAR DE OVARIO POR LAPAROSCOPIA (24),652402,quirurgico,85.0,
691902,DRENAJE DE COLECCION DE LIGAMENTO ANCHO VIA ENDOSCOPICA (24),659120,quirurgico,85.0,
707703,COLPOPEXIA POR LAPAROSCOPIA,691902,quirurgico,140.0,
684020,HISTERECTOMÍA TOTAL POR LAPAROSCOPIA (160),707703,quirurgico,150.0,
682302,RESECCIÓN DE PÓLIPO ENDOMETRIAL POR HISTEROSCOPIA,18940,quirurgico,50.0,
698102,EXTRACCIÓN DE CUERPO EXTRAÑO INTRAUTERINO POR HISTEROSCOPIA,682302,quirurgico,50.0,
682102,LIBERACIÓN DE ADHERENCIAS INTRALUMINALES DE ÚTERO POR HISTEROSCOPIA,698102,quirurgico,90.0,
682202,INCISIÓN O ESCISIÓN DE TABIQUE CONGÉNITO UTERINO POR HISTEROSCOPIA,682102,quirurgico,90.0,
682404,MIOMECTOMÍA UTERINA POR HISTEROSCOPIA,682202,quirurgico,90.0,
682510,ABLACIÓN ENDOMETRIAL O ENDOMETRECTOMÍA POR HISTEROSCOPIA,682404,quirurgico,90.0,
905702,"ACETAMINOFEN, SEMICUANTITATIVA POR INMUNOENSAYO",1933210,diagnostico,,12480
906401,"ACETILCOLINA RECEPTORES, ANTICUERPOS BLOQUEADORES",905702,diagnostico,,42305
903103,ACIDO 5 HIDROXI INDOLACÉTICO EN ORINA DE 24 H,906401,diagnostico,,10250
903104,ACIDO DELTA AMINOLEVULÍNICO [ALA] EN ORINA DE 24 H,903103,diagnostico,,18505
903105,ACIDO FÓLICO [FOLATOS] EN SUERO,903104,diagnostico,,23185
903106,ACIDO FÓLICO EN ERITROCITOS,903105,diagnostico,,68385
903107,ACIDO FÓRMICO EN ORINA,903106,diagnostico,,7195
903109,ACIDO HOMOVALÍNICO EN ORINA DE 24 H,903107,diagnostico,,33035
903110,ACIDO LÁCTICO [L-LACTATO] POR FLUOROMETRÍA,903109,diagnostico,,32680
903111,ACIDO LÁCTICO [L-LACTATO] POR MÉTODO ENZIMÁTICO,903110,diagnostico,,18875
908002,ACIDO ORÓTICO,903111,diagnostico,,19980
903112,ACIDO PIRÚVICO [PIRUVATO],908002,diagnostico,,26160
906601,ACIDO SIÁLICO,903112,diagnostico,,13680
E19014,ACIDO SUCCÍNICO,906601,diagnostico,,7710
903801,ACIDO ÚRICO,1912090,diagnostico,,3315
903802,ACIDO ÚRICO EN ORINA DE 24 H,903801,diagnostico,,3345
905201,ACIDO VALPROICO,903802,diagnostico,,22105
905202,ACIDO VALPROICO LIBRE,905201,diagnostico,,19100
903113,ACIDO VANILMANDÉLICO [VMA] EN ORINA DE 24 H,905202,diagnostico,,13240
M19003,ACIDOS BILIARES,903113,diagnostico,,17515
908701,"ACIDOS GRASOS DE CADENA MUY LARGA, CUANTITATIVO",903101,diagnostico,,153685
908001,ACIDOS ORGÁNICOS [CADENA CORTA] POR CROMATOGRAFÍA DE GASES,908701,diagnostico,,51020
901201,"Actinomyces, CULTIVO HONGOS",908001,diagnostico,,30720
906101,"Actynomices, ANTICUERPOS",901201,diagnostico,,30720
903401,ADENOSÍN DEAMINASA [ADA],906101,diagnostico,,5105
906203,"Adenovirus, ANTICUERPOS Ig M POR EIA",903401,diagnostico,,20835
906901,AGLUTININAS AL FRIO,906203,diagnostico,,4635
902002,"AGREGACIÓN PLAQUETARIA, CADA AGENTE",906901,diagnostico,,7810
M19320,"AGREGACIÓN PLAQUETARIA, CURVA",902002,diagnostico,,56135
903803,ALBÚMINA,902003,diagnostico,,2980
903804,ALBÚMINA EN ORINA DE 24 H,903803,diagnostico,,3005
905704,"ALCALOIDES, SEMICUANTITATIVO POR CROMATOGRAFÍA DE CAPA FINA",903804,diagnostico,,14425
905706,ALCOHOL ETÍLICO EN CUALQUIER MUESTRA POR INMUNOENSAYO,905704,diagnostico,,12260
905707,ALCOHOL METÍLICO - FORMALDEHIDO EN CUALQUIER MUESTRA POR COLORIMETRÍA,905706,diagnostico,,12260
903402,ALDOLASA,905707,diagnostico,,6885
904801,ALDOSTERONA,903402,diagnostico,,27440
904802,ALDOSTERONA EN ORINA,904801,diagnostico,,27440
903403,ALFA 1 ANTIQUIMIOTRIPSINA POR IDR,904802,diagnostico,,22770
903404,ALFA 1 ANTIQUIMIOTRIPSINA POR NEFELOMETRÍA,903403,diagnostico,,32680
903405,ALFA 1 ANTITRIPSINA POR IDR,903404,diagnostico,,8155
903406,ALFA 1 ANTITRIPSINA POR NEFELOMETRÍA,903405,diagnostico,,32680
903407,ALFA 1 GLICOPROTEÍNA ÁCIDA U OROMUCOIDE,903406,diagnostico,,24645
M19051,E19051,903407,diagnostico,,9030
903001,ALFA 2 MACROGLOBULINA,1932180,diagnostico,,7320
903002,ALFA FETOPROTEÍNA [AFP] EN LÍQUIDO AMNIÓTICO,903001,diagnostico,,31585
906602,ALFA FETOPROTEÍNA [AFP] SERICA,903002,diagnostico,,42605
905403,"AMIKACINA, SEMICUANTITATIVA POR INMUNOENSAYO",906602,diagnostico,,7810
903805,AMILASA,905403,diagnostico,,6195
903806,AMILASA EN ORINA DE 24 H,903805,diagnostico,,5945
908103,AMINOACIDOS POR CLORURO FÉRRICO,903806,diagnostico,,5440
908104,AMINOACIDOS POR DINITROFENILHIDRACINA,908103,diagnostico,,5525
908105,AMINOACIDOS POR NITROPRUSIATO,908104,diagnostico,,5525
908106,AMINOACIDOS POR NITROSONAFTOL,908105,diagnostico,,5440
908101,"AMINOACIDOS, CUALITATIVOS POR CROMATOGRAFÍA EN ORINA",908106,diagnostico,,19670
908102,"AMINOACIDOS, CUALITATIVOS POR CROMATOGRAFÍA EN SANGRE",908101,diagnostico,,19670
903602,AMONIO,908102,diagnostico,,9230
A32402,ANALISIS BACTERIOLOGICO (MICROBIOLOGICO) DEL AGUA PARA CONSUMO HUMANO,903602,diagnostico,,15625
A32401,ANALISIS FISICO-QUIMICO (ORGANOLEPTICO) DEL AGUA PARA CONSUMO HUMANO,1922096,diagnostico,,10120
904803,"ANDROSTENEDIOL GLUCURÓNIDO, 3 ALFA",1933710,diagnostico,,36580
904501,ANDROSTENEDIONA,904803,diagnostico,,23785
M19073,ANDROSTERONA EN ORINA,904501,diagnostico,,30355
905302,"ANFETAMINAS Y METANFETAMINAS, SEMICUANTITATIVA POR INMUNOENSAYO",904502,diagnostico,,18830
904001,ANGIOTENSINA II,905302,diagnostico,,37565
901001,ANTIBIOGRAMA (DISCO),904001,diagnostico,,9995
901002,ANTIBIOGRAMA (MIC) MÉTODO AUTOMÁTICO,901001,diagnostico,,16410
901003,ANTIBIOGRAMA (MIC) MÉTODO MANUAL,901002,diagnostico,,16410
902004,ANTICOAGULANTE CIRCULANTE [LÚPICO],901003,diagnostico,,18665
902005,"ANTICOAGULANTE LÚPICO, PRUEBA CONFIRMATORIA CON VENENO DE VIBORA DE RUSSEL",902004,diagnostico,,66260
906903,ANTICUERPOS HETERÓFILOS [ESPECÍFICOS Y TOTALES],902005,diagnostico,,5865
911004,"ANTICUERPOS IRREGULARES, DETECCIÓN [RASTREO O RAI] EN TUBO",906903,diagnostico,,33130
911005,"ANTICUERPOS IRREGULARES, IDENTIFICACIÓN [D, KELL, DUFFY, KIDD Y OTROS] POR MICROTÉCNICA",911004,diagnostico,,33130
906406,ANTICUERPOS NUCLEARES EXTRACTABLES TOTALES [ENA] SS-A [Ro] SS-B [La] RNP Y Sm,911005,diagnostico,,56330
905304,"ANTIDEPRESIVOS TRICÍCLICOS, SEMICUANTITATIVO POR INMUNOENSAYO O CROMATOGRAFÍA DE CAPA FINA",906406,diagnostico,,28245
906001,ANTIESTREPTOLISINA “O” CUANTITATIVA POR NEFELOMETRÍA,905304,diagnostico,,29625
906002,ANTIESTREPTOLISINA “O” CUANTITATIVA POR TITULACIÓN,906001,diagnostico,,5890
906603,ANTÍGENO CARCINOEMBRIONARIO [ACE-CEA],906002,diagnostico,,27215
906604,ANTÍGENO DE CÁNCER DE MAMA [CA 15-3],906603,diagnostico,,42605
906605,ANTÍGENO DE CÁNCER DE OVARIO [CA 125],906604,diagnostico,,42605
906606,ANTÍGENO DE CÁNCER DE TUBO DIGESTIVO [CA 19-9],906605,diagnostico,,42605
906610,ANTÍGENO ESPECÍFICO DE PROSTATA [PSA],906606,diagnostico,,42605
906611,"ANTÍGENO ESPECÍFICO DE PROSTATA, FRACCIÓN LIBRE",906610,diagnostico,,42605
906612,"ANTÍGENO ESPECÍFICO DE PROSTATA, VELOCIDAD DE CAMBIO, 2 MUESTRAS",906611,diagnostico,,71940
906613,ANTÍGENO POLIPÉPTIDO DE TEJIDO O ANTÍGENO DE PROLIFERACION CELULAR [TPA- TPS] POR EIA,906612,diagnostico,,58855
906303,"ANTÍGENOS BACTERIANOS EN L.C.R, SANGRE U OTRA MUESTRA, PRUEBA DIRECTA [POLIVALENTE PARA MENINGITIS]",906613,diagnostico,,44550
906304,ANTÍGENOS FEBRILES [VIDAL O WEIL FELIX],906303,diagnostico,,16050
902006,ANTITROMBINA III POR COAGULACIÓN,906304,diagnostico,,44500
902007,ANTITROMBINA III POR CROMÓGENOS,902006,diagnostico,,44500
902008,ANTITROMBINA III POR IDR,902007,diagnostico,,16095
902009,ANTITROMBINA III POR NEFELOMETRÍA,902008,diagnostico,,32680
903411,APOLIPOPROTEÍNAS A1 POR NEFELOMETRÍA,902009,diagnostico,,17145
903412,APOLIPOPROTEÍNAS B POR NEFELOMETRÍA,903411,diagnostico,,17580
906305,"ARBOVIRUS, ANTÍGENO",903412,diagnostico,,32230
908702,"ARILSULFATASA A, EN LEUCOCITOS",906305,diagnostico,,35385
908703,"ARILSULFATASA A, EN SUERO",908702,diagnostico,,23990
905709,ARSÉNICO EN ORINA O SANGRE POR ABSORCIÓN ATÓMICA,908703,diagnostico,,10760
906102,"Aspergillus, ANTICUERPOS POR LÁTEX",905709,diagnostico,,45585
905711,"ATROPÍNICOS, SEMICUANTITATIVO POR CROMATOGRAFÍA DE CAPA FINA",906102,diagnostico,,14425
908201,AZUCARES POR CROMATOGRAFIA,905711,diagnostico,,15635
907001,AZUCARES REDUCTORES EN HECES,908201,diagnostico,,3415
903808,BALANCE NITROGENADO [ÍNDICE CATABÓLICO],907001,diagnostico,,10900
905204,"BARBITÚRICOS, SEMICUANTITATIVO POR INMUNOENSAYO",903808,diagnostico,,11620
905306,"BENZODIACEPINAS, SEMICUANTITATIVA POR CROMATOGRAFÍA DE CAPA DELGADA E INMUNOENSAYO",905204,diagnostico,,21150
M19163,E19163,905306,diagnostico,,13380
906620,BETA 2 MICROGLOBULINA EN CUALQUIER MUESTRA,1932270,diagnostico,,28395
908503,"BETA GALACTOCIDASA, EN LEUCOCITOS Y SUERO",906620,diagnostico,,36900
908704,"BETA GLUCORONIDASA, EN LEUCOCITOS",908503,diagnostico,,36900
901301,"BETA LACTAMASA, PRUEBA DE PENICILINASA",908704,diagnostico,,9250
903809,BILIRRUBINAS TOTAL Y DIRECTA,901301,diagnostico,,5025
905713,"BIPIRIDILO, SEMICUANTITATIVA POR COLORIMETRIA",903809,diagnostico,,12920
906103,"Blastomyces, ANTICUERPOS",905713,diagnostico,,45585
906306,"Bordetella pertusis, ANTÍGENO",906103,diagnostico,,32695
901202,"Bordetella pertusis, CULTIVO",906306,diagnostico,,30720
906008,"Borrelia burgdorferi, ANTICUERPOS Ig G -ENFERMEDAD DE LYME-",901202,diagnostico,,27350
906010,"Brucella abortus, ANTICUERPOS Ig G",906008,diagnostico,,7375
901203,"Brucella, CULTIVO",906010,diagnostico,,30720
906012,"Brucella, PRUEBA DE BANQ EN PLACA",901203,diagnostico,,16015
906013,"Brucella, PRUEBA DE BANQ EN TUBO",906012,diagnostico,,26515
905715,"CAFEÍNA, SEMICUANTITATIVA POR INMUNOENSAYO Y CROMATOGRAFÍA DE CAPA FINA",906013,diagnostico,,13030
903603,CALCIO ABSORCIÓN ATÓMICA,905715,diagnostico,,20835
903811,CALCIO EN ORINA DE 24 H POR COLORIMETRÍA,903603,diagnostico,,3310
903604,CALCIO IONICO,903811,diagnostico,,32695
903810,CALCIO POR COLORIMETRÍA,903604,diagnostico,,3450
906621,CALCITONINA,903810,diagnostico,,33570
903004,"CÁLCULO BILIAR, ANÁLISIS FÍSICO-QUÍMICO CUANTITATIVO",906621,diagnostico,,7645
903005,"CÁLCULO RENAL, ANÁLISIS FÍSICO-QUÍMICO CUANTITATIVO",903004,diagnostico,,7645
906802,CAMPO OSCURO PARA CUALQUIER MUESTRA,903005,diagnostico,,12540
906015,"Campylobacter jejuni, ANTICUERPOS Ig M",906802,diagnostico,,45780
905717,"CANNABINOIDES, SEMICUANTITATIVA POR CROMATOGRAFÍA DE CAPA FINA O INMUNOENSAYO",906015,diagnostico,,14425
903812,CAPACIDAD DE COMBINACION DEL HIERRO [TIBC],905717,diagnostico,,13205
905718,"CARBAMATOS, CUANTITATIVA POR CROMATOGRAFIA LÍQUIDA EN ORINA",903812,diagnostico,,28340
905719,"CARBAMATOS, SEMICUANTITATIVA POR CROMATOGRAFIA DE CAPA DELGADA EN SANGRE",905718,diagnostico,,28340
