ref,codigo,descripcion,uvr,tipo
843100,843300,REMODELACIÓN [REVISIÓN] [ RECONSTRUCCIÓN] DEL MUÑON DE AMPUTACIÓN DE BRAZO SOD,70.0,quirurgico
843300,776102,ESCISIÓN TUMOR MALIGNO DE CLAVÍCULA,120.0,quirurgico
776102,776105,ESCISIÓN TUMOR MALIGNO DE ESCÁPULA,120.0,quirurgico
776105,779202,RESECCIÓN RADICAL DE HUMERO SIN INJERTO,120.0,quirurgico
779202,779203,RESECCIÓN TOTAL O RADICAL DE HUMERO CON INJERTO,175.0,quirurgico
779203,779201,RESECCIÓN DE HÚMERO (PROXIMAL O DISTAL),130.0,quirurgico
779201,798106,ESCAPULOPEXIA [TRATAMIENTO DE LA LUXACION CONGENITA DE ESCAPULA ALADA],175.0,quirurgico
798106,818301,ACROMIOPLASTIA VIA ABIERTA,60.0,quirurgico
818301,783202,ALARGAMIENTO DE HÚMERO POR INJERTO CON DISPOSITIVOS INTERNOS DE FIJACIÓN U OSTEOTOMÍA,200.0,quirurgico
783202,787100,"OSTEOCLASTIA DE ESCÁPULA , CLAVÍCULA O TORAX [COSTILLAS Y ESTERNÓN] SOD",40.0,quirurgico
787100,792102,REDUCCIÓN ABIERTA SIN FIJACION INTERNA FRACTURA DE ESCÁPULA O CLAVICULA,55.0,quirurgico
792102,792103,REDUCCIÓN ABIERTA SIN FIJACION INTERNA FRACTURA CUELLO Y GLENOIDES,55.0,quirurgico
792103,790100,"REDUCCIÓN CERRADA DE FRACTURA SIN FIJACION INTERNA DE ESCAPULA, CLAVÍCULA O TORAX [COSTILLAS O ESTERNON] SOD",20.0,quirurgico
790100,791100,"REDUCCIÓN CERRADA DE FRACTURA CON FIJACIÓN INTERNA DE ESCÁPULA , CLAVÍCULA O TORAX (COSTILLAS Y ESTERNÓN) SOD",25.0,quirurgico
791100,790200,REDUCCIÓN CERRADA DE FRACTURA SIN FIJACIÓN INTERNA DE HUMERO SOD,50.0,quirurgico
790200,794101,REDUCCION CERRADA DE EPIFISIS SEPARADA EN HUMERO SIN FIJACION,50.0,quirurgico
794101,794102,REDUCCION CERRADA DE EPIFISIS SEPARADA EN HUMERO CON FIJACION,60.0,quirurgico
794102,785100,"FIJACION INTERNA SIN REDUCCION DE FRACTURA EN ESCÁPULA, CLAVÍCULA O TORAX(COSTILLAS Y ESTERNÓN) SOD",70.0,quirurgico
785100,793101,REDUCCIÓN ABIERTA DE FRACTURA CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSINTESIS) DE CLAVÍCULA,70.0,quirurgico
793101,793202,REDUCCIÓN ABIERTA DE FRACTURA DE TUBEROSIDAD PROXIMAL DE HUMERO CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS),100.0,quirurgico
793202,793203,REDUCCIÓN ABIERTA DE FRACTURA CONMINUTA DE TERCIO PROXIMAL HÚMERO CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN [OSTEOSÍNTESIS]),100.0,quirurgico
793203,795101,REDUCCIÓN ABIERTA SIN FIJACIÓN INTERNA DE EPÍFISIS SEPARADA DE HUMERO,90.0,quirurgico
795101,795102,REDUCCIÓN ABIERTA CON FIJACIÓN INTERNA DE EPÍFISIS SEPARADA DE HUMERO,100.0,quirurgico
795102,792200,REDUCCIÓN ABIERTA DE FRACTURA SIN FIJACIÓN INTERNA DE HUMERO SOD,90.0,quirurgico
792200,785200,FIJACIÓN INTERNA SIN REDUCCIÓN DE FRACTURA DE HUMERO SOD,90.0,quirurgico
785200,791201,"REDUCCIÓN CERRADA DE FRACTURA CON FIJACIÓN INTERNA DE HUMERO ( EPIFISIS O DIAFISIS), PERCUTÁNEA CON PINES",90.0,quirurgico
791201,793210,REDUCCIÓN ABIERTA DE FRACTURA EN DIÁFISIS DE HÚMERO CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS),105.0,quirurgico
793210,781201,APLICACIÓN DE TUTORES EXTERNOS EN HUMERO,75.0,quirurgico
781201,793204,REDUCCIÓN ABIERTA DE FRACTURA SUPRACONDÍLEA DE HUMERO CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS],100.0,quirurgico
793204,793205,REDUCCIÓN ABIERTA DE FRACTURA SUPRACONDÍLEA E INTERCONDÍLEA DE HUMERO CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS],100.0,quirurgico
793205,793201,REDUCCIÓN ABIERTA DE FRACTURA SUBCAPITAL DE HUMERO CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS],95.0,quirurgico
793201,793206,REDUCCIÓN ABIERTA DE FRACTURA DE EPICÓNDILO O EPITRÓCLEA DE HUMERO CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS],95.0,quirurgico
793206,781202,COLOCACIÓN DE DISPOSITIVO DE FIJACION EN CODO (95),40.0,quirurgico
781202,840900,AMPUTACIÓN INTERTORACO ESCAPULAR SOD,140.0,quirurgico
840900,840001,AMPUTACIÓN CON COLGAJO CERRADO DE MIEMBRO SUPERIOR SITIO NO ESPECIFICADO,90.0,quirurgico
840001,840701,AMPUTACIÓN DE BRAZO,80.0,quirurgico
840701,840800,DESARTICULACIÓN DE HOMBRO SOD,130.0,quirurgico
840800,842401,REIMPLANTE DE MIEMBRO SUPERIOR A NIVEL DEL BRAZO SOD,600.0,quirurgico
842401,770301,"SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE RADIO O CUBITO (91)",85.0,quirurgico
770301,770302,"SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE RADIO Y CUBITO (91)",120.0,quirurgico
770302,776301,ESCISIÓN TUMOR BENIGNO EN RADIO O CUBITO,85.0,quirurgico
776301,786301,EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN RADIO O CUBITO (96),35.0,quirurgico
786301,786302,EXTRACCIÓN DE CUERPO EXTRAÑO EN RADIO O CUBITO POR VIA ABIERTA (96),35.0,quirurgico
786302,800201,EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN CODO POR ARTROTOMÍA,30.0,quirurgico
800201,839903,"EXTRACCIÓN DE CUERPO EXTRAÑO EN TEJIDOS BLANDOS DE ANTEBRAZO (MÚSCULO, TENDÓN, SINOVIAL)",50.0,quirurgico
839903,796201,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE CÚBITO O RADIO (98),70.0,quirurgico
796201,808031,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE ARTICULACIÓN DE MUÑECA O PUÑO VIA ABIERTA",70.0,quirurgico
808031,808021,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE ARTICULACIÓN DE CODO VIA ABIERTA",40.0,quirurgico
808021,834920,"LIMPIEZA Y DESBRIDAMIENTO QUIRURGICOS DE MUSCULOS , TENDONES Y FASCIA EN ANTEBRAZO",40.0,quirurgico
834920,772301,OSTEOTOMÍA EN RADIO O CÚBITO CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACIÓN U OSTEOSINTESIS],85.0,quirurgico
772301,772302,OSTEOTOMÍA EN RADIO Y CÚBITO CON FIJACION (INTERNA O EXTERNA) [DISPOSITIVOS DE FIJACIÓN U OSTEOSINTESIS],120.0,quirurgico
772302,782241,ACORTAMIENTO DE CÚBITO O RADIO MEDIANTE RESECCIÓN/OSTEOTOMÍA,85.0,quirurgico
782241,782243,ACORTAMIENTO DE RADIO Y CÚBITO MEDIANTE RESECCIÓN/OSTEOTOMÍA,120.0,quirurgico
782243,778306,RESECCION DE CABEZA DE RADIO (94),50.0,quirurgico
778306,778301,RESECCIÓN PARCIAL DE DIAFISIS EN CÚBITO (HEMIDIAFISECTOMIA) (94),85.0,quirurgico
778301,778303,RESECCIÓN PARCIAL DE DIAFISIS EN RADIO (94),85.0,quirurgico
778303,778302,RESECCIÓN DE EPÍFISIS DE CUBITO (94),40.0,quirurgico
778302,778304,RESECCIÓN DE CÚPULA DE RADIO (94),40.0,quirurgico
778304,778305,RESECCION DE OLECRANON (94),40.0,quirurgico
778305,779301,RESECCIÓN TOTAL O RADICAL DE CÚBITO O RADIO,110.0,quirurgico
779301,780300,INJERTO ÓSEO EN CÚBITO O RADIO SOD,90.0,quirurgico
780300,782211,EPIFISIODESIS ABIERTA DE CUBITO O RADIO,55.0,quirurgico
782211,782213,EPIFISIODESIS ABIERTA DE CUBITO Y RADIO,70.0,quirurgico
782213,782221,EPIFISIODESIS PERCUTÁNEA DE CÚBITO O RADIO,40.0,quirurgico
782221,782223,EPIFISIODESIS PERCUTÁNEA DE RADIO Y CÚBITO,55.0,quirurgico
782223,843200,REMODELACIÓN [REVISIÓN] [ RECONSTRUCCIÓN] DEL MUÑON DE AMPUTACIÓN DE ANTEBRAZO SOD,75.0,quirurgico
843200,776302,ESCISIÓN TUMOR MALIGNO EN RADIO O CUBITO,85.0,quirurgico
776302,799202,REDUCCION CERRADA DE FRACTURA DE CODO NCOC,50.0,quirurgico
799202,790301,REDUCCION CERRADA SIN FIJACION DE FRACTURA DE RADIO Y CUBITO [RADIOCUBITAL PROXIMAL O DISTAL DE COLLES O SMITH],45.0,quirurgico
790301,790300,REDUCCIÓN CERRADA DE FRACTURA SIN FIJACIÓN INTERNA DE CUBITO O RADIO SOD,35.0,quirurgico
790300,794201,REDUCCION CERRADA DE EPIFISIS SEPARADA EN CUBITO O RADIO SIN FIJACION,30.0,quirurgico
794201,794202,REDUCCION CERRADA DE EPIFISIS SEPARADA CUBITO O RADIO CON FIJACION,35.0,quirurgico
794202,794203,REDUCCION CERRADA DE EPIFISIS SEPARADA EN RADIO Y CUBITO SIN FIJACION,45.0,quirurgico
794203,794204,REDUCCION CERRADA DE EPIFISIS SEPARADA EN RADIO Y CUBITO CON FIJACION,55.0,quirurgico
794204,799201,REDUCCCIÓN CERRADA DE LUXOFRACTURA RADIOCUBITAL (MONTEGGIA-GALLEAZI),50.0,quirurgico
799201,798301,REDUCCIÓN ABIERTA DE LUXACIÓN RADIOCUBITAL,60.0,quirurgico
798301,785300,FIJACIÓN INTERNA SIN REDUCCIÓN DE FRACTURA DE RADIO O CÚBITO SOD,85.0,quirurgico
785300,792301,REDUCCIÓN ABIERTA FRACTURA SIN FIJACIÓN INTERNA DE RADIO O CUBITO,80.0,quirurgico
792301,793301,REDUCCIÓN ABIERTA DE FRACTURA EN DIAFISIS DE CÚBITO O RADIO CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN [OSTEOSÍNTESIS]),85.0,quirurgico
793301,793304,REDUCCIÓN ABIERTA DE FRACTURA EN SEGMENTO PROXIMAL DE RADIO(CÚPULA RADIAL) CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN [OSTEOSÍNTESIS]),85.0,quirurgico
793304,795201,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE RADIO O CUBITO SIN FIJACION,80.0,quirurgico
795201,795202,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE RADIO O CUBITO CON FIJACION,85.0,quirurgico
795202,792302,REDUCCIÓN ABIERTA DE FRACTURA SIN FIJACIÓN INTERNA DE RADIO Y CÚBITO,110.0,quirurgico
792302,793305,REDUCCIÓN ABIERTA DE FRACTURA EN SEGMENTO PROXIMAL DE RADIO Y CUBITO CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN [OSTEOSÍNTESIS]),120.0,quirurgico
793305,793306,REDUCCIÓN ABIERTA DE FRACTURA EN SEGMENTO DISTAL DE RADIO Y CUBITO CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN [OSTEOSÍNTESIS]),120.0,quirurgico
793306,793307,REDUCCIÓN ABIERTA DE FRACTURA EN DIÁFISIS DE CÚBITO Y RADIO CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN [OSTEOSÍNTESIS]),120.0,quirurgico
793307,795203,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE RADIO Y CUBITO SIN FIJACION,110.0,quirurgico
795203,795204,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE RADIO Y CUBITO CON FIJACION,120.0,quirurgico
795204,793303,"REDUCCIÓN ABIERTA DE FRACTURA EN SEGMENTO DISTAL DE CUBITO O RADIO(COLLES, OTROS) CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN [OSTEOSÍNTESIS])",85.0,quirurgico
793303,799203,REDUCCIÓN ABIERTA FRACTURA O LUXOFRACTURA CODO SIN FIJACION INTERNA [DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS],60.0,quirurgico
799203,799204,REDUCCIÓN ABIERTA FRACTURA O LUXOFRACTURA CODO CON FIJACION INTERNA [DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS],85.0,quirurgico
799204,793302,REDUCCIÓN ABIERTA DE FRACTURA EN SEGMENTO PROXIMAL DE CUBITO O DE OLÉCRANON CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS],85.0,quirurgico
793302,791301,"REDUCCIÓN CERRADA DE FRACTURA DE CUBITO O RADIO (COLLES, OTROS) CON FIJACION PERCUTANEA CON PINES",60.0,quirurgico
791301,781301,APLICACIÓN TUTOR EXTERNO EN RADIO O CUBITO,60.0,quirurgico
781301,781302,APLICACIÓN DE TUTORES EXTERNOS EN RADIO Y CUBITO,70.0,quirurgico
781302,781304,APLICACIÓN DE TUTORES EXTERNOS EN PUÑO O MUÑECA,70.0,quirurgico
781304,781401,APLICACIÓN TUTOR EXTERNO EN MANO,60.0,quirurgico
781401,840500,AMPUTACIÓN A TRAVÉS DE ANTEBRAZO SOD,75.0,quirurgico
840500,840600,DESARTICULACIÓN DE CODO SOD,100.0,quirurgico
840600,840400,DESARTICULACIÓN DE MUÑECA SOD,75.0,quirurgico
840400,842301,REIMPLANTE DEL MIEMBRO SUPERIOR A NIVEL DEL ANTEBRAZO,600.0,quirurgico
13300,770920,"SECUESTRECTOMÍA, DRENAJE, DESBRIDAMIENTO DE HUESOS PELVIANOS (91) (92)",75.0,quirurgico
770920,776920,ESCISIÓN DE TUMOR BENIGNO EN HUESOS PELVIANOS,75.0,quirurgico
776920,796903,LAVADO Y DESBRIDAMIENTO DE FRACTURA EXPUESTA DE PELVIS (98),70.0,quirurgico
796903,808051,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE ARTICULACIÓN DE PELVIS VIA ABIERTA",55.0,quirurgico
808051,786921,"EXTRACCIÓN DE CUERPO EXTRAÑO EN HUESOS PELVIANOS, POR VIA ABIERTA (96)",60.0,quirurgico
786921,839906,"EXTRACCIÓN DE CUERPO EXTRAÑO EN TEJIDOS BLANDOS DE PELVIS (MÚSCULO, TENDÓN O SINOVIAL)",35.0,quirurgico
839906,786920,EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN HUESOS PELVIANOS (96),50.0,quirurgico
786920,772920,OSTEOTOMÍAS SIMPLES EN PELVIS [PEMBERTON-SALTER- CHIARI- DEGA],200.0,quirurgico
772920,772921,OSTEOTOMÍAS COMPLEJAS EN PELVIS CON FIJACION [GANZ-DOBLE- TRIPLE],200.0,quirurgico
772921,772502,OSTEOTOMÍA SUPRA E INTERCONDILEA DE FÉMUR CON FIJACIÓN INTERNA O EXTERNA [DISPOSITIVOS DE FIJACIÓN U OSTEOSINTESIS],140.0,quirurgico
772502,772501,OSTEOTOMÍA FEMORAL DIAFISIARIA CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACIÓN U OSTEOSINTESIS],140.0,quirurgico
772501,772520,ÓSTEOTOMÍA CON DESCENSO DEL TROCANTER MAYOR,140.0,quirurgico
772520,778921,RESECCIÓN PARCIAL DE HUESOS PELVIANOS (94),110.0,quirurgico
13340,780920,INJERTO OSEO EN PELVIS O CADERA NCOC,105.0,quirurgico
780920,776921,ESCISIÓN DE TUMOR MALIGNO EN HUESOS PELVIANOS,160.0,quirurgico
776921,843900,REMODELACIÓN [REVISIÓN] [ RECONSTRUCCIÓN] DEL MUÑON DE AMPUTACIÓN EN PELVIS SOD,75.0,quirurgico
843900,790903,REDUCCIÓN CERRADA DE FRACTURA SIN FIJACIÓN INTERNA DE FRACTURA DE HUESOS PELVIANOS,50.0,quirurgico
790903,791902,REDUCCIÓN CERRADA DE FRACTURA CON FIJACIÓN INTERNA DE HUESOS PELVIANOS,60.0,quirurgico
791902,799500,REDUCCION DE FRACTURAS INTRAARTICULARES Y LUXOFRACTURAS EN CADERA SOD,50.0,quirurgico
799500,792903,REDUCCIÓN ABIERTA DE FRACTURA SIN FIJACIÓN INTERNA DE HUESOS PELVIANOS,140.0,quirurgico
792903,793910,REDUCCIÓN ABIERTA DE FRACTURA DEL ILÍACO CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSINTESIS) (97),150.0,quirurgico
793910,793920,"REDUCCIÓN ABIERTA DE FRACTURA EN PELVIS [ ACETABULO, REBORDE ANTERIOR O POSTERIOR] CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSINTESIS) (97)",145.0,quirurgico
793920,793921,"REDUCCIÓN ABIERTA DE FRACTURA COMPLEJA EN PELVIS [ACETABULO, REBORDE ANTERIOR, POSTERIOR Y SUPERIOR] CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS) (97)",200.0,quirurgico
793921,781501,APLICACIÓN TUTOR EXTERNO EN CADERA NCOC,70.0,quirurgico
781501,781920,"APLICACIÓN DE TUTORES EXTERNOS EN PELVIS, POR VIA ANTERIOR O POSTERIOR (95)",70.0,quirurgico
781920,793911,REDUCCIÓN ABIERTA DE FRACTURA EN RAMAS PÚBIS CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSINTESIS) (97),90.0,quirurgico
793911,793912,REDUCCIÓN ABIERTA DE FRACTURA EN SINFISIS PÚBICA CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSINTESIS) (97),90.0,quirurgico
793912,778923,HEMIPELVECTOMÍA (94),200.0,quirurgico
778923,778922,HEMI-HEMIPELVECTOMÍA (94),210.0,quirurgico
778922,841800,DESARTICULACIÓN DE PELVIS SOD,160.0,quirurgico
13400,770500,"SECUESTRECTOMÍA, DRENAJE, DESBRIDAMIENTO DE FÉMUR SOD (91)",85.0,quirurgico
770500,776501,ESCISIÓN TUMOR BENIGNO EN FÉMUR,85.0,quirurgico
776501,770600,"SECUESTRECTOMÍA, DRENAJE, DESBRIDAMIENTO DE RÓTULA SOD (91)",55.0,quirurgico
770600,776601,ESCISIÓN TUMOR BENIGNO EN RÓTULA,55.0,quirurgico
776601,796500,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE FÉMUR SOD (98),70.0,quirurgico
796500,796902,LAVADO Y DESBRIDAMIENTO DE FRACTURA EXPUESTA DE RÓTULA (98),70.0,quirurgico
796902,808061,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE RODILLA VIA ABIERTA",40.0,quirurgico
808061,834930,"LIMPIEZA Y DESBRIDAMIENTO QUIRURGICOS DE MUSCULOS , TENDONES Y FASCIA EN MUSLO",40.0,quirurgico
834930,786502,"EXTRACCIÓN DE CUERPO EXTRAÑO EN FEMUR, POR VIA ABIERTA (96)",70.0,quirurgico
786502,786602,"EXTRACCIÓN DE CUERPO EXTRAÑO EN ROTULA, VÍA ABIERTA (96)",20.0,quirurgico
786602,786501,EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN FEMUR (96),55.0,quirurgico
786501,786601,EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN ROTULA (96),50.0,quirurgico
786601,772503,"OSTEOTOMÍA SUPRACONDÍLEA O INTERCONDILEA DE FÉMUR, CON FIJACIÓN INTERNA O EXTERNA [DISPOSITIVOS DE FIJACIÓN U OSTEOSINTESIS]",115.0,quirurgico
772503,782404,ACORTAMIENTO DE FÉMUR MEDIANTE RESECCIÓN/OSTEOTOMÍA,110.0,quirurgico
782404,772504,"OSTEOTOMÍA MÚLTIPLE DE FÉMUR, CON FIJACIÓN (INTERNA O EXTERNA) [DISPOSITIVOS DE FIJACIÓN U OSTEOSINTESIS]",145.0,quirurgico
772504,772505,OSTEOTOMÍA VALGUIZANTE O VARIZANTE DE CUELLO DE FÉMUR CON FIJACIÓN INTERNA O EXTERNA [DISPOSITIVOS DE FIJACIÓN U OSTEOSINTESIS],140.0,quirurgico
772505,778501,HEMIDIAFISECTOMÍA EN FÉMUR (94),85.0,quirurgico
778501,779500,RESECCIÓN TOTAL DE FÉMUR SOD,125.0,quirurgico
779500,772600,OSTEOTOMÍA EN RÓTULA SOD,80.0,quirurgico
772600,776602,ESCISIÓN TUMOR MALIGNO EN RÓTULA,80.0,quirurgico
776602,778600,RESECCIÓN PARCIAL DE RÓTULA O HEMIPATELECTOMÍA SOD (94),80.0,quirurgico
778600,779600,RESECCIÓN TOTAL DE RÓTULA O PATELECTOMÍA SOD,80.0,quirurgico
779600,782401,EPIFISIODESIS ABIERTA DE FÉMUR,85.0,quirurgico
782401,782402,EPIFISIODESIS PERCUTÁNEA DE FÉMUR,70.0,quirurgico
782402,782403,GRAPADO EPIFISIARIO DE FÉMUR,85.0,quirurgico
782403,780500,INJERTO ÓSEO EN FÉMUR SOD,95.0,quirurgico
780500,843600,REMODELACIÓN [REVISIÓN] [ RECONSTRUCCIÓN] DEL MUÑON DE AMPUTACIÓN DE MUSLO SOD,80.0,quirurgico
843600,776502,ESCISIÓN TUMOR BENIGNO EN FÉMUR CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS],125.0,quirurgico
776502,776503,ESCISIÓN TUMOR MALIGNO EN FÉMUR,125.0,quirurgico
776503,783501,ALARGAMIENTO DE FÉMUR POR INJERTO SIN DISPOSITIVOS INTERNOS DE FIJACIÓN Y OSTEOTOMÍA,170.0,quirurgico
783501,783503,ALARGAMIENTO DE FÉMUR POR TÉCNICA DE DISTRACCIÓN SIN CORTICOTOMÍA/OSTEOTOMÍA,170.0,quirurgico
783503,783502,ALARGAMIENTO DE FÉMUR POR INJERTO CON DISPOSITIVOS INTERNOS DE FIJACIÓN Y OSTEOTOMÍA,250.0,quirurgico
783502,783504,ALARGAMIENTO DE FÉMUR POR TÉCNICA DE DISTRACCIÓN CON CORTICOTOMÍA/OSTEOTOMÍA,250.0,quirurgico
783504,839907,"EXTRACCIÓN DE CUERPO EXTRAÑO EN TEJIDOS BLANDOS DE MUSLO (MÚSCULO, TENDÓN O SINOVIAL)",45.0,quirurgico
839907,790500,REDUCCIÓN CERRADA DE FRACTURADE FÉMUR SIN FIJACIÓN INTERNA SOD,70.0,quirurgico
790500,791501,REDUCCIÓN CERRADA CON FIJACION INTERNA DE CUELLO DE FÉMUR O INTERTROCANTÉRICA,75.0,quirurgico
791501,791502,REDUCCIÓN CERRADA DE FRACTURA DE FÉMUR SUPRACONDÍLEA CON FIJACIÓN INTERNA,75.0,quirurgico
791502,791503,REDUCCIÓN CERRADA DE FRACTURA DE FÉMUR SUPRACONDÍLEA E INTERCONDÍLEA CON FIJACIÓN INTERNA,75.0,quirurgico
791503,794501,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA DE FÉMUR SIN FIJACION,60.0,quirurgico
794501,794502,REDUCCIÓN CERRADA DE EPÍFISIS SEPARADA DE FÉMUR CON FIJACION,70.0,quirurgico
794502,790600,REDUCCIÓN CERRADA DE FRACTURA SIN FIJACIÓN INTERNA DE RÓTULA SOD,30.0,quirurgico
790600,785600,FIJACIÓN INTERNA SIN REDUCCIÓN DE FRACTURA DE RÓTULA SOD,50.0,quirurgico
785600,791600,REDUCCIÓN CERRADA DE FRACTURA CON FIJACIÓN INTERNA DE RÓTULA SOD,55.0,quirurgico
791600,792600,REDUCCIÓN ABIERTA DE FRACTURA DE RÓTULA SIN FIJACION INTERNA SOD,90.0,quirurgico
792600,793600,REDUCCIÓN ABIERTA DE FRACTURA EN RÓTULA CON FIJACION INTERNA(DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS] SOD,100.0,quirurgico
793600,792500,REDUCCIÓN ABIERTA DE FRACTURA DE FÉMUR SIN FIJACION INTERNA SOD,140.0,quirurgico
792500,795501,REDUCCIÓN ABIERTA SIN FIJACIÓN INTERNA DE EPÍFISIS SEPARADA DE FÉMUR,140.0,quirurgico
795501,795502,REDUCCIÓN ABIERTA CON FIJACIÓN INTERNA DE EPÍFISIS SEPARADA DE FÉMUR,150.0,quirurgico
795502,793502,REDUCCIÓN ABIERTA DE FRACTURA EN DIÁFISIS DE FÉMUR CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS],150.0,quirurgico
793502,785500,FIJACIÓN INTERNA SIN REDUCCIÓN DE FRACTURA DE FÉMUR SOD,160.0,quirurgico
785500,793501,"REDUCCIÓN ABIERTA DE FRACTURA EN FÉMUR (CUELLO, INTERTROCANTÉRICA, SUPRACONDÍLEA) CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS]",160.0,quirurgico
793501,781502,APLICACIÓN DE TUTORES EXTERNOS EN MUSLO,70.0,quirurgico
781502,781601,APLICACIÓN TUTOR EXTERNO RODILLA,70.0,quirurgico
781601,781503,COLOCACIÓN QUIRÚRGICA DE DISPOSITIVO PARA TRACCIÓN ESQUELÉTICA EN MUSLO (TRANSCONDILEA),40.0,quirurgico
781503,841700,AMPUTACION POR ENCIMA DE RODILLA SOD,90.0,quirurgico
841700,841600,DESARTICULACIÓN DE RODILLA SOD,90.0,quirurgico
13500,770701,"SECUESTRECTOMÍA, DRENAJE, DESBRIDAMIENTO DE TIBIA O PERONE (91)",85.0,quirurgico
770701,770702,"SECUESTRECTOMÍA, DRENAJE, DESBRIDAMIENTO DE TIBIA Y PERONÉ (91)",120.0,quirurgico
770702,776701,ESCISIÓN TUMOR BENIGNO EN TIBIA O PERONE,85.0,quirurgico
776701,776702,ESCISIÓN TUMOR MALIGNO EN TIBIA O PERONE,85.0,quirurgico
776702,770801,"SECUESTRECTOMÍA, DRENAJE, DESBRIDAMIENTO DE TARSO O METATARSO (UNO O MAS) (91)",35.0,quirurgico
770801,770802,"SECUESTRECTOMÍA, DRENAJE, DESBRIDAMIENTO DE TARSIANOS Y METATARSIANOS (UNO O MAS) (91)",45.0,quirurgico
770802,776801,RESECCION DE LESIÓN MALIGNA OSEA EN TARSIANOS O METATARSIANOS,35.0,quirurgico
776801,776802,RESECCION DE TUMOR BENIGNO EN TARSIANOS O METATARSIANOS,40.0,quirurgico
776802,770901,"SECUESTRECTOMÍA, DRENAJE, DESBRIDAMIENTO DE ARTEJO O DE FALANGES DE PIE (UNA O MAS) (91) (92)",35.0,quirurgico
770901,776901,ESCISIÓN DE TUMOR BENIGNO EN FALANGES DE PIE O DE MANO,35.0,quirurgico
776901,796600,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE TIBIA O PERONÉ SOD (98),60.0,quirurgico
796600,796700,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE TARSIANOS O METATARSIANOS SOD (98),60.0,quirurgico
796700,796800,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE DEDOS DE PIE SOD (98),40.0,quirurgico
796800,808071,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE TOBILLO VIA ABIERTA",50.0,quirurgico
808071,808081,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE ARTICULACIÓN DE PIE Y/O ARTEJOS VIA ABIERTA",50.0,quirurgico
